transaction_id,student_id,book_id,issue_date,return_date,status
T07922,S0918,B01687,2025-10-04,2026-05-22,Late Return
T07923,S0968,B04815,2024-09-27,2025-08-13,Returned
T07924,S0880,B01084,2026-03-25,2026-06-10,Late Return
T07925,S0980,B01168,2026-04-26,2026-07-05,Late Return
T07926,S0758,B01927,2025-02-04,2026-07-29,Late Return
T07927,S0538,B04777,2026-05-06,2026-06-14,Late Return
T07928,S0905,B04542,2025-11-16,2026-05-18,Issued
T07929,S0847,B04087,2025-03-31,2026-01-28,Late Return
T07930,S0280,B04502,2025-10-31,2026-01-10,Returned
T07931,S0089,B03848,2024-08-09,2025-08-02,Issued
T07932,S0753,B01313,2025-03-05,2025-03-12,Returned
T07933,S0900,B01982,2025-11-25,2026-07-25,Issued
T07934,S0145,B02973,2025-04-10,2026-04-07,Issued
T07935,S0419,B04129,2025-10-30,2025-11-12,Returned
T07936,S0663,B03985,2024-11-12,2026-07-23,Late Return
T07937,S0169,B04666,2025-09-03,2026-05-11,Late Return
T07938,S0437,B01499,2025-09-29,2026-06-10,Returned
T07939,S0127,B02318,2025-07-14,2026-06-06,Returned
T07940,S0543,B01470,2025-03-01,2026-04-19,Late Return
T07941,S0402,B01442,2026-07-03,2026-08-03,Late Return
T07942,S0564,B00203,2026-03-01,2026-07-03,Issued
T07943,S0065,B02711,2026-05-21,2026-05-26,Late Return
T07944,S0963,B03333,2024-10-29,2024-11-22,Late Return
T07945,S0503,B04964,2026-06-12,2026-07-14,Late Return
T07946,S0165,B00431,2026-05-15,2026-06-21,Late Return
T07947,S0934,B02512,2026-07-13,2026-07-31,Issued
T07948,S0878,B01158,2026-04-07,2026-07-06,Late Return
T07949,S0772,B02366,2025-03-12,2026-08-09,Issued
T07950,S0973,B01194,2025-05-02,2025-11-03,Issued
T07951,S0770,B04103,2026-01-18,2026-07-16,Issued
T07952,S0105,B00108,2025-03-14,2025-11-16,Issued
T07953,S0289,B02284,2026-01-17,2026-07-08,Returned
T07954,S0539,B03156,2025-01-09,2025-05-12,Issued
T07955,S0504,B02918,2026-04-27,2026-07-28,Late Return
T07956,S0570,B00592,2024-10-14,2025-09-09,Issued
T07957,S0746,B03259,2024-12-08,2025-09-03,Late Return
T07958,S0123,B01499,2026-04-12,2026-05-10,Returned
T07959,S0610,B00416,2025-02-17,2025-03-23,Returned
T07960,S0259,B02243,2025-10-28,2026-06-20,Returned
T07961,S0470,B01143,2025-02-27,2025-06-07,Issued
T07962,S0917,B04081,2026-06-01,2026-07-06,Late Return
T07963,S0935,B04615,2025-06-19,2026-01-18,Issued
T07964,S0126,B01004,2025-01-29,2025-06-02,Late Return
T07965,S0500,B02004,2025-09-17,2026-03-25,Issued
T07966,S0700,B01128,2026-03-02,2026-05-06,Returned
T07967,S0584,B02274,2026-06-04,2026-07-17,Issued
T07968,S0522,B04320,2026-05-17,2026-07-23,Returned
T07969,S0888,B04245,2025-09-12,2026-01-21,Late Return
T07970,S0807,B04735,2024-12-20,2026-07-08,Late Return
T07971,S0006,B04802,2026-02-08,2026-03-21,Returned
T07972,S0243,B02043,2025-12-17,2026-03-15,Returned
T07973,S0786,B01402,2024-09-01,2025-01-17,Issued
T07974,S0880,B03237,2025-11-13,2026-06-28,Returned
T07975,S0730,B01822,2024-11-07,2026-01-01,Issued
T07976,S0233,B00281,2025-11-04,2026-04-28,Issued
T07977,S0568,B00635,2026-05-14,2026-06-16,Returned
T07978,S0272,B01979,2025-12-19,2026-05-22,Issued
T07979,S0263,B03645,2025-09-07,2026-03-19,Late Return
T07980,S0382,B04303,2025-03-26,2025-12-16,Late Return
T07981,S0500,B01570,2025-03-22,2026-05-12,Returned
T07982,S0802,B00767,2024-08-31,2024-11-22,Issued
T07983,S0747,B03545,2026-06-03,2026-07-30,Late Return
T07984,S0979,B00859,2025-12-29,2026-05-22,Issued
T07985,S0275,B02223,2025-01-14,2025-01-24,Issued
T07986,S0341,B02300,2025-11-07,2026-01-23,Returned
T07987,S0759,B03709,2026-02-05,2026-05-05,Returned
T07988,S0665,B00564,2026-02-16,2026-07-15,Late Return
T07989,S0594,B02040,2026-02-01,2026-02-13,Late Return
T07990,S0569,B03649,2026-01-08,2026-01-18,Late Return
T07991,S0944,B03588,2025-04-25,2026-06-19,Issued
T07992,S0129,B02477,2026-06-13,2026-06-14,Late Return
T07993,S0393,B02952,2024-12-30,2025-03-06,Returned
T07994,S0820,B02542,2025-09-03,2025-11-09,Late Return
T07995,S0604,B04087,2026-05-24,2026-08-04,Issued
T07996,S0503,B04817,2024-08-05,2026-04-05,Late Return
T07997,S0073,B02112,2024-07-31,2024-11-10,Issued
T07998,S0235,B04923,2025-06-09,2025-07-20,Returned
T07999,S0526,B03000,2024-09-14,2025-08-14,Returned
T08000,S0655,B03821,2024-10-13,2025-11-19,Issued
T08001,S0351,B04060,2025-10-07,2026-05-28,Late Return
T08002,S0329,B02628,2026-02-12,2026-05-18,Returned
T08003,S0578,B02100,2025-03-22,2025-04-10,Late Return
T08004,S0789,B04745,2026-06-23,2026-06-28,Late Return
T08005,S0941,B01980,2026-06-01,2026-07-09,Issued
T08006,S0831,B00190,2026-01-06,2026-05-03,Late Return
T08007,S0245,B02487,2024-08-16,2025-10-22,Late Return
T08008,S0178,B00751,2025-12-31,2026-02-18,Issued
T08009,S0926,B01340,2026-05-14,2026-07-02,Late Return
T08010,S0439,B04820,2026-03-19,2026-04-18,Issued
T08011,S0549,B01336,2025-12-24,2026-06-07,Issued
T08012,S0498,B01548,2025-05-31,2026-06-11,Issued
T08013,S0489,B00592,2025-03-26,2025-04-02,Issued
T08014,S0790,B03657,2026-02-12,2026-06-05,Issued
T08015,S0804,B00952,2026-05-23,2026-07-05,Late Return
T08016,S0598,B02010,2024-09-24,2026-02-28,Late Return
T08017,S0422,B01069,2026-05-20,2026-08-07,Issued
T08018,S0394,B00570,2025-08-19,2026-03-22,Late Return
T08019,S0491,B02522,2025-10-29,2026-06-21,Returned
T08020,S0378,B03273,2025-07-13,2026-03-12,Returned
T08021,S0642,B02746,2024-09-13,2026-08-14,Late Return
T08022,S0696,B02477,2025-12-15,2026-05-18,Issued
T08023,S0717,B00163,2025-09-16,2026-06-30,Late Return
T08024,S0336,B00823,2026-05-12,2026-07-10,Issued
T08025,S0986,B02321,2025-03-07,2026-07-13,Returned
T08026,S0203,B00282,2024-08-14,2025-07-09,Returned
T08027,S0159,B00838,2025-05-01,2025-07-16,Late Return
T08028,S0513,B00813,2024-07-29,2026-01-27,Late Return
T08029,S0986,B03686,2025-06-16,2026-06-07,Late Return
T08030,S0003,B00591,2025-01-10,2025-04-20,Returned
T08031,S0050,B00440,2026-06-16,2026-07-14,Returned
T08032,S0806,B01276,2025-01-20,2026-01-26,Issued
T08033,S0746,B00750,2026-02-11,2026-03-23,Issued
T08034,S0926,B01135,2025-03-10,2026-04-22,Late Return
T08035,S0401,B02175,2026-05-25,2026-06-28,Issued
T08036,S0008,B01648,2024-08-17,2024-10-25,Issued
T08037,S0315,B04660,2025-05-02,2026-02-17,Issued
T08038,S0996,B00128,2025-07-17,2025-08-21,Late Return
T08039,S0449,B02563,2024-10-04,2026-07-13,Late Return
T08040,S0096,B01731,2025-04-08,2025-06-12,Late Return
T08041,S0106,B00862,2025-11-28,2026-06-08,Late Return
T08042,S0658,B02910,2026-04-24,2026-06-22,Issued
T08043,S0294,B00054,2024-09-26,2026-01-29,Issued
T08044,S0650,B01864,2025-12-20,2026-05-10,Issued
T08045,S0846,B01967,2025-09-29,2025-10-21,Issued
T08046,S0850,B00019,2024-11-08,2025-01-14,Issued
T08047,S0947,B01566,2024-10-03,2025-01-20,Issued
T08048,S0702,B00179,2026-01-05,2026-06-15,Late Return
T08049,S0727,B02193,2026-03-23,2026-06-28,Late Return
T08050,S0825,B02874,2025-03-23,2026-07-25,Issued
T08051,S0296,B03375,2025-09-10,2026-03-25,Late Return
T08052,S0096,B00464,2025-01-05,2025-07-15,Issued
T08053,S0004,B04527,2024-09-05,2026-07-12,Returned
T08054,S0500,B01656,2024-09-15,2026-07-07,Returned
T08055,S0385,B00643,2024-09-01,2025-02-15,Issued
T08056,S0677,B00676,2025-11-08,2026-07-18,Issued
T08057,S0297,B02480,2025-01-25,2026-06-27,Returned
T08058,S0447,B02257,2025-11-27,2026-06-07,Returned
T08059,S0040,B03066,2025-10-24,2026-06-09,Returned
T08060,S0440,B00236,2026-03-14,2026-04-12,Issued
T08061,S0986,B02944,2024-09-09,2025-12-06,Returned
T08062,S0350,B03489,2024-10-16,2025-08-27,Returned
T08063,S0300,B02169,2025-05-30,2025-09-20,Issued
T08064,S0996,B03872,2025-06-11,2026-04-10,Returned
T08065,S0782,B00370,2026-06-15,2026-08-11,Issued
T08066,S0290,B03414,2025-12-14,2026-07-27,Issued
T08067,S0169,B01295,2026-04-14,2026-04-25,Issued
T08068,S0712,B01069,2025-01-02,2025-07-13,Late Return
T08069,S0016,B02943,2025-05-21,2026-03-23,Returned
T08070,S0757,B04926,2026-06-10,2026-06-26,Late Return
T08071,S0343,B00503,2025-09-25,2026-05-03,Returned
T08072,S0762,B03955,2026-05-27,2026-07-14,Returned
T08073,S0400,B03198,2024-10-22,2025-11-14,Returned
T08074,S0452,B04572,2026-04-12,2026-05-27,Late Return
T08075,S0210,B03135,2026-04-27,2026-05-28,Returned
T08076,S0796,B03569,2025-03-06,2025-12-15,Issued
T08077,S0732,B03365,2026-06-10,2026-07-31,Late Return
T08078,S0422,B01873,2026-05-23,2026-07-21,Late Return
T08079,S0670,B01946,2025-01-30,2025-11-09,Late Return
T08080,S0852,B00310,2026-03-16,2026-06-08,Issued
T08081,S0765,B03037,2024-09-25,2025-07-13,Issued
T08082,S0994,B02295,2025-01-31,2025-03-31,Late Return
T08083,S0315,B04277,2024-09-10,2025-03-22,Issued
T08084,S0725,B02618,2025-04-23,2025-08-06,Issued
T08085,S0725,B03693,2024-08-03,2024-08-22,Late Return
T08086,S0992,B03404,2025-06-12,2026-02-04,Issued
T08087,S0424,B02027,2025-07-03,2026-06-05,Issued
T08088,S0040,B01009,2024-07-18,2024-12-05,Issued
T08089,S0900,B04078,2024-08-20,2024-09-24,Late Return
T08090,S0053,B01580,2026-02-28,2026-05-17,Returned
T08091,S0039,B02795,2024-09-28,2025-02-13,Issued
T08092,S0134,B03032,2025-11-04,2025-12-09,Returned
T08093,S0949,B00793,2024-09-12,2025-05-15,Returned
T08094,S0385,B03268,2024-08-06,2026-05-15,Issued
T08095,S0130,B02640,2026-05-19,2026-06-14,Returned
T08096,S0198,B01994,2026-05-02,2026-08-14,Returned
T08097,S0942,B03759,2025-03-05,2025-11-11,Returned
T08098,S0467,B03732,2025-02-09,2025-11-20,Issued
T08099,S0751,B03784,2025-08-18,2026-06-29,Returned
T08100,S0955,B01508,2026-06-09,2026-07-05,Late Return
T08101,S0594,B01052,2025-11-04,2026-06-25,Late Return
T08102,S0029,B04290,2025-05-14,2025-09-15,Late Return
T08103,S0312,B04472,2025-05-15,2025-06-24,Returned
T08104,S0346,B03594,2025-12-16,2026-03-04,Late Return
T08105,S0280,B01778,2024-08-12,2025-06-27,Returned
T08106,S0160,B01394,2026-04-14,2026-06-05,Returned
T08107,S0606,B03645,2024-09-14,2025-05-24,Late Return
T08108,S0809,B02085,2025-06-09,2025-10-05,Late Return
T08109,S0898,B00329,2025-03-30,2026-05-30,Returned
T08110,S0671,B03111,2025-09-11,2026-04-23,Late Return
T08111,S0630,B04933,2026-04-20,2026-05-31,Issued
T08112,S0410,B00507,2026-01-07,2026-08-06,Issued
T08113,S0343,B03093,2025-12-12,2026-05-11,Late Return
T08114,S0207,B04473,2026-02-23,2026-08-14,Issued
T08115,S0380,B02948,2024-08-24,2026-02-04,Returned
T08116,S0225,B02447,2025-10-12,2026-04-10,Issued
T08117,S0963,B02299,2025-07-24,2026-03-04,Issued
T08118,S0297,B03094,2025-08-11,2025-11-21,Issued
T08119,S0119,B03313,2025-08-04,2026-01-17,Late Return
T08120,S0870,B00893,2024-12-28,2025-01-07,Returned
T08121,S0674,B04032,2025-09-18,2026-02-08,Issued
T08122,S0307,B04286,2026-02-21,2026-08-04,Issued
T08123,S0303,B00277,2026-04-01,2026-06-15,Returned
T08124,S0641,B02655,2025-08-24,2026-01-11,Returned
T08125,S0031,B04894,2025-04-17,2025-06-07,Late Return
T08126,S0237,B04242,2024-08-15,2025-11-01,Issued
T08127,S0205,B03641,2025-03-11,2026-07-19,Returned
T08128,S0101,B02101,2024-09-08,2025-04-09,Late Return
T08129,S0305,B01212,2026-04-25,2026-05-28,Returned
T08130,S0512,B00176,2026-03-18,2026-08-07,Returned
T08131,S0918,B00419,2025-11-05,2025-11-24,Returned
T08132,S0847,B01512,2026-06-14,2026-07-04,Returned
T08133,S0648,B02929,2025-08-19,2025-09-22,Returned
T08134,S0732,B03582,2025-05-17,2026-03-11,Returned
T08135,S0206,B02493,2026-07-14,2026-08-14,Late Return
T08136,S0063,B00340,2024-10-08,2025-06-14,Late Return
T08137,S0486,B03134,2025-11-19,2026-04-09,Late Return
T08138,S0469,B00297,2024-07-30,2026-08-08,Late Return
T08139,S0473,B00018,2025-03-21,2025-05-19,Issued
T08140,S0951,B01697,2025-01-21,2026-05-19,Returned
T08141,S0267,B04768,2025-08-04,2026-05-15,Issued
T08142,S0923,B01892,2024-09-11,2025-08-22,Late Return
T08143,S0222,B01237,2026-06-22,2026-07-03,Returned
T08144,S0496,B02087,2025-06-14,2025-10-31,Returned
T08145,S0663,B01590,2025-02-21,2025-04-17,Late Return
T08146,S0879,B01729,2025-01-31,2025-01-31,Late Return
T08147,S0729,B00918,2026-02-18,2026-03-27,Late Return
T08148,S0165,B04828,2025-04-15,2026-08-13,Returned
T08149,S0266,B04155,2024-09-26,2025-04-20,Issued
T08150,S0691,B04635,2026-03-01,2026-03-29,Issued
T08151,S0918,B00073,2025-12-28,2026-01-13,Late Return
T08152,S0589,B00747,2025-08-28,2026-07-31,Late Return
T08153,S0778,B00710,2025-04-10,2025-05-08,Late Return
T08154,S0277,B01299,2024-08-25,2025-05-20,Issued
T08155,S0459,B02966,2025-04-18,2025-05-29,Late Return
T08156,S1000,B03041,2026-05-18,2026-06-15,Late Return
T08157,S0869,B02538,2024-10-01,2026-07-26,Returned
T08158,S0678,B03212,2025-09-26,2025-09-26,Issued
T08159,S0179,B03298,2026-06-07,2026-06-30,Issued
T08160,S0698,B01433,2025-04-01,2026-05-09,Issued
T08161,S0137,B00074,2025-02-19,2025-03-09,Late Return
T08162,S0400,B04217,2026-05-31,2026-07-09,Issued
T08163,S0069,B01059,2026-06-17,2026-07-31,Issued
T08164,S0268,B02948,2026-02-25,2026-07-24,Returned
T08165,S0102,B04715,2025-10-28,2025-11-20,Returned
T08166,S0530,B03629,2025-09-08,2026-04-14,Late Return
T08167,S0962,B03269,2025-01-09,2025-05-06,Returned
T08168,S0106,B02327,2025-03-26,2025-07-19,Returned
T08169,S0309,B04797,2026-01-16,2026-05-04,Late Return
T08170,S0456,B01180,2025-03-11,2026-06-16,Issued
T08171,S0761,B00361,2025-08-30,2025-10-27,Returned
T08172,S0333,B04331,2024-12-18,2026-05-14,Returned
T08173,S0528,B03416,2025-10-17,2025-10-30,Issued
T08174,S0425,B03327,2025-02-03,2026-01-16,Late Return
T08175,S0908,B02629,2024-11-15,2025-01-15,Late Return
T08176,S0712,B01766,2025-10-26,2026-02-26,Issued
T08177,S0262,B00147,2024-12-05,2025-12-05,Returned
T08178,S0712,B03688,2025-07-05,2025-10-22,Returned
T08179,S0638,B02634,2025-11-08,2026-07-20,Returned
T08180,S0331,B01597,2024-10-07,2026-03-21,Issued
T08181,S0642,B02220,2025-04-17,2025-06-24,Late Return
T08182,S0049,B03774,2025-09-26,2026-05-18,Issued
T08183,S0269,B03036,2026-05-22,2026-07-20,Issued
T08184,S0424,B04549,2026-06-22,2026-07-03,Issued
T08185,S0366,B00059,2026-06-12,2026-08-15,Issued
T08186,S0343,B03961,2025-03-24,2026-01-09,Issued
T08187,S0067,B03604,2024-08-29,2026-03-20,Late Return
T08188,S0429,B01178,2025-03-26,2026-04-13,Late Return
T08189,S0358,B03215,2025-01-30,2025-04-06,Late Return
T08190,S0108,B03655,2025-01-18,2025-06-03,Returned
T08191,S0647,B03658,2025-11-25,2026-06-01,Issued
T08192,S0970,B01064,2026-05-30,2026-06-17,Issued
T08193,S0477,B03704,2025-04-11,2026-01-28,Issued
T08194,S0968,B00681,2025-02-25,2026-05-05,Issued
T08195,S0179,B03972,2026-01-20,2026-03-05,Late Return
T08196,S0844,B03541,2025-11-27,2026-01-11,Late Return
T08197,S0904,B00122,2026-04-26,2026-08-14,Late Return
T08198,S0635,B03762,2026-06-20,2026-07-06,Issued
T08199,S0711,B04734,2024-11-12,2025-09-13,Late Return
T08200,S0740,B04152,2026-03-01,2026-04-21,Issued
T08201,S0766,B03529,2025-02-05,2025-05-24,Issued
T08202,S0159,B04431,2026-06-07,2026-06-09,Issued
T08203,S0262,B01160,2025-12-20,2026-05-19,Issued
T08204,S0778,B00628,2025-09-26,2025-10-31,Late Return
T08205,S0406,B01030,2025-10-04,2026-01-26,Returned
T08206,S0888,B00833,2024-11-29,2026-01-03,Returned
T08207,S0837,B00936,2025-08-22,2025-10-04,Issued
T08208,S0980,B01253,2024-10-12,2024-10-19,Late Return
T08209,S0804,B03239,2024-08-16,2024-09-01,Issued
T08210,S0789,B02569,2025-03-11,2026-07-17,Issued
T08211,S0593,B03183,2026-02-13,2026-02-13,Returned
T08212,S0197,B00174,2024-10-03,2025-11-02,Late Return
T08213,S0361,B00812,2025-03-29,2025-04-11,Returned
T08214,S0466,B04391,2024-09-11,2025-05-06,Issued
T08215,S0434,B01709,2025-09-24,2025-11-01,Late Return
T08216,S0042,B00775,2026-03-21,2026-03-27,Issued
T08217,S0286,B03466,2025-02-27,2026-07-07,Issued
T08218,S0707,B01001,2026-06-13,2026-08-02,Returned
T08219,S0979,B04676,2025-11-15,2026-07-05,Returned
T08220,S0259,B03616,2025-05-22,2025-10-22,Returned
T08221,S0840,B04851,2024-12-25,2025-02-26,Issued
T08222,S0853,B01181,2024-09-14,2026-07-20,Issued
T08223,S0293,B01772,2024-10-15,2026-06-11,Late Return
T08224,S0878,B03392,2024-11-21,2026-04-14,Late Return
T08225,S0855,B02147,2025-11-12,2026-06-15,Returned
T08226,S0597,B03674,2025-10-12,2026-03-19,Late Return
T08227,S0488,B01544,2026-03-09,2026-07-17,Issued
T08228,S0583,B04152,2024-09-29,2025-05-04,Late Return
T08229,S0949,B03715,2025-10-28,2026-03-16,Late Return
T08230,S0519,B04808,2025-02-19,2026-03-25,Returned
T08231,S0329,B01595,2025-06-05,2026-06-30,Returned
T08232,S0603,B03722,2026-01-15,2026-05-03,Issued
T08233,S0971,B01321,2026-04-21,2026-07-09,Late Return
T08234,S0708,B02277,2024-08-29,2025-10-13,Issued
T08235,S0032,B00876,2025-05-13,2026-01-03,Late Return
T08236,S0463,B03994,2026-05-16,2026-08-12,Returned
T08237,S0314,B02673,2026-01-11,2026-06-21,Returned
T08238,S0476,B00615,2025-10-16,2026-02-09,Issued
T08239,S0526,B03991,2024-10-14,2026-04-23,Issued
T08240,S0706,B01336,2026-06-11,2026-07-05,Returned
T08241,S0941,B02171,2026-05-02,2026-07-13,Late Return
T08242,S0401,B03563,2026-01-21,2026-06-27,Late Return
T08243,S0649,B04121,2025-11-08,2026-04-02,Late Return
T08244,S0307,B01679,2024-12-24,2025-01-09,Issued
T08245,S0356,B02218,2024-07-22,2026-06-13,Returned
T08246,S0514,B02568,2026-03-06,2026-04-16,Late Return
T08247,S0434,B04568,2024-08-01,2025-07-26,Issued
T08248,S0727,B04100,2026-06-03,2026-07-01,Late Return
T08249,S0737,B01443,2026-01-14,2026-07-15,Late Return
T08250,S0321,B01088,2024-07-21,2024-08-28,Issued
T08251,S0822,B03229,2024-08-28,2025-07-03,Returned
T08252,S0286,B04249,2026-01-15,2026-03-29,Returned
T08253,S0135,B04097,2024-10-03,2024-12-19,Late Return
T08254,S0038,B00156,2025-03-11,2026-04-14,Returned
T08255,S0186,B01674,2025-07-06,2026-02-14,Issued
T08256,S0104,B02530,2025-07-25,2026-02-12,Late Return
T08257,S0597,B01973,2026-07-01,2026-07-25,Returned
T08258,S0782,B02312,2025-05-31,2025-12-24,Returned
T08259,S0818,B04196,2025-03-04,2026-06-29,Issued
T08260,S0368,B03841,2025-05-25,2025-07-08,Returned
T08261,S0843,B00291,2025-05-31,2026-04-02,Late Return
T08262,S0713,B03609,2025-02-24,2025-11-06,Late Return
T08263,S0368,B03861,2025-07-14,2026-02-28,Issued
T08264,S0356,B04894,2025-10-05,2026-06-10,Late Return
T08265,S0671,B04222,2024-10-06,2024-12-14,Late Return
T08266,S0801,B00149,2025-03-18,2025-08-12,Late Return
T08267,S0874,B04969,2025-07-16,2025-12-29,Issued
T08268,S0405,B03145,2025-10-13,2026-05-31,Issued
T08269,S0810,B03669,2025-11-25,2025-12-05,Issued
T08270,S0036,B02643,2025-12-22,2026-07-07,Late Return
T08271,S0933,B01269,2025-03-22,2026-02-02,Returned
T08272,S0693,B03094,2026-05-04,2026-05-31,Returned
T08273,S0406,B02634,2025-03-04,2025-06-26,Issued
T08274,S0961,B03681,2026-01-27,2026-02-27,Returned
T08275,S0885,B00447,2026-03-21,2026-07-14,Returned
T08276,S0784,B01948,2025-07-14,2025-11-28,Issued
T08277,S1000,B01721,2026-07-16,2026-08-03,Returned
T08278,S0684,B03390,2025-11-25,2026-07-11,Late Return
T08279,S0973,B03049,2024-11-09,2024-11-16,Issued
T08280,S0832,B04348,2026-05-04,2026-08-01,Late Return
T08281,S0298,B04793,2025-03-09,2026-02-11,Returned
T08282,S0278,B01363,2024-10-02,2026-06-26,Issued
T08283,S0332,B01792,2025-09-16,2026-07-14,Returned
T08284,S0684,B01373,2025-03-19,2026-02-06,Late Return
T08285,S0395,B00390,2025-04-12,2025-06-25,Late Return
T08286,S0026,B00338,2026-07-02,2026-07-20,Returned
T08287,S0610,B04176,2025-12-12,2026-04-30,Issued
T08288,S0998,B02158,2025-03-12,2026-03-21,Returned
T08289,S0603,B01019,2026-06-19,2026-08-01,Returned
T08290,S0372,B04052,2024-08-29,2025-09-11,Late Return
T08291,S0265,B00854,2025-07-12,2025-12-28,Late Return
T08292,S0822,B01139,2026-03-21,2026-05-21,Late Return
T08293,S0093,B01495,2024-09-07,2025-04-06,Issued
T08294,S0384,B03456,2025-03-25,2026-04-18,Returned
T08295,S0986,B04605,2025-04-12,2025-10-06,Late Return
T08296,S0432,B03731,2025-06-09,2025-10-02,Issued
T08297,S0740,B02143,2025-09-16,2025-12-31,Returned
T08298,S0264,B04849,2026-01-03,2026-05-12,Issued
T08299,S0164,B02910,2026-05-01,2026-08-09,Late Return
T08300,S0946,B04567,2026-01-30,2026-04-26,Issued
T08301,S0014,B04303,2025-03-08,2026-04-08,Issued
T08302,S0036,B01264,2025-04-04,2025-05-10,Late Return
T08303,S0933,B00778,2025-03-02,2025-03-14,Returned
T08304,S0192,B03071,2025-11-13,2026-05-21,Issued
T08305,S0402,B03788,2026-01-27,2026-05-22,Returned
T08306,S0070,B04561,2024-10-19,2024-11-30,Returned
T08307,S0770,B04832,2026-04-05,2026-07-31,Late Return
T08308,S0391,B00376,2024-11-18,2025-11-29,Issued
T08309,S0851,B03994,2026-06-01,2026-07-07,Returned
T08310,S0480,B01620,2025-10-11,2025-11-25,Late Return
T08311,S0768,B03995,2024-12-12,2025-01-27,Late Return
T08312,S0955,B03659,2025-09-11,2026-05-18,Returned
T08313,S0930,B04330,2026-01-13,2026-02-23,Returned
T08314,S0776,B01629,2026-02-12,2026-06-06,Returned
T08315,S0621,B02210,2024-11-05,2025-09-22,Late Return
T08316,S0539,B01249,2026-05-09,2026-08-14,Returned
T08317,S0312,B02555,2025-07-11,2026-01-22,Returned
T08318,S0890,B01740,2024-12-23,2025-03-04,Issued
T08319,S0373,B00417,2024-12-15,2026-07-27,Late Return
T08320,S0103,B02010,2025-05-31,2026-05-20,Late Return
T08321,S0870,B04041,2025-03-26,2026-02-01,Returned
T08322,S0814,B02320,2026-01-04,2026-06-11,Issued
T08323,S0603,B04800,2024-09-01,2025-02-09,Late Return
T08324,S0465,B01475,2025-11-17,2026-07-08,Returned
T08325,S0011,B03972,2025-03-22,2026-05-11,Issued
T08326,S0602,B00145,2024-08-21,2025-02-10,Late Return
T08327,S0416,B03667,2025-12-27,2026-06-07,Returned
T08328,S0040,B00755,2025-09-08,2026-07-13,Returned
T08329,S0620,B04118,2025-05-21,2026-01-20,Issued
T08330,S0086,B02778,2025-08-09,2026-01-20,Late Return
T08331,S0729,B02332,2025-09-11,2026-05-13,Returned
T08332,S0120,B01217,2025-09-16,2025-11-08,Late Return
T08333,S0801,B02359,2024-12-05,2026-07-01,Late Return
T08334,S0459,B00376,2025-09-12,2026-01-29,Late Return
T08335,S0590,B04289,2024-10-18,2025-06-24,Returned
T08336,S0960,B02530,2024-11-20,2025-06-13,Late Return
T08337,S0227,B02972,2024-12-31,2025-08-18,Late Return
T08338,S0241,B01166,2025-12-13,2026-02-06,Issued
T08339,S0096,B03438,2024-08-22,2026-06-16,Late Return
T08340,S0019,B04548,2026-03-22,2026-08-07,Late Return
T08341,S0206,B03736,2026-03-04,2026-07-11,Returned
T08342,S0391,B04450,2024-10-29,2025-07-30,Issued
T08343,S0205,B04168,2024-10-20,2025-06-13,Returned
T08344,S0437,B03673,2024-08-02,2024-08-17,Issued
T08345,S0829,B04576,2026-04-10,2026-04-24,Issued
T08346,S0106,B01913,2025-07-10,2026-02-24,Returned
T08347,S0543,B02989,2025-04-01,2026-07-28,Issued
T08348,S0794,B00883,2025-05-01,2025-11-07,Issued
T08349,S0042,B03939,2026-01-19,2026-06-19,Late Return
T08350,S0047,B03743,2024-10-26,2025-05-14,Returned
T08351,S0575,B02703,2026-05-07,2026-08-03,Late Return
T08352,S0476,B01748,2025-01-29,2026-08-09,Returned
T08353,S0873,B03015,2025-10-04,2026-05-24,Issued
T08354,S0632,B04692,2025-09-12,2026-04-28,Late Return
T08355,S0176,B04806,2025-06-28,2026-05-24,Returned
T08356,S0943,B03217,2025-04-18,2025-04-28,Returned
T08357,S0823,B02234,2025-03-22,2025-05-14,Issued
T08358,S0175,B00032,2025-01-19,2026-04-22,Late Return
T08359,S0258,B00373,2025-12-10,2025-12-20,Late Return
T08360,S0857,B04185,2025-11-13,2026-06-30,Late Return
T08361,S0935,B00485,2024-10-02,2026-06-02,Issued
T08362,S0953,B02772,2025-12-06,2026-06-12,Returned
T08363,S0320,B03479,2025-02-22,2026-06-13,Issued
T08364,S0887,B04950,2025-05-27,2025-06-28,Late Return
T08365,S0178,B03041,2026-06-27,2026-07-30,Late Return
T08366,S0790,B04363,2024-09-29,2025-09-28,Issued
T08367,S0020,B02935,2024-11-07,2025-05-19,Issued
T08368,S0257,B00903,2025-05-22,2025-10-05,Returned
T08369,S0861,B03273,2025-09-28,2025-10-28,Late Return
T08370,S0976,B03366,2025-12-27,2026-06-12,Returned
T08371,S0982,B02951,2026-04-12,2026-08-11,Issued
T08372,S0809,B04288,2025-12-11,2026-03-08,Returned
T08373,S0051,B04034,2026-04-26,2026-07-05,Late Return
T08374,S0733,B02096,2025-06-29,2026-03-05,Late Return
T08375,S0391,B00662,2026-02-14,2026-07-18,Issued
T08376,S0031,B02553,2025-11-06,2026-07-03,Late Return
T08377,S0666,B04166,2026-01-26,2026-04-07,Late Return
T08378,S0470,B00461,2025-05-03,2025-12-31,Issued
T08379,S0943,B03711,2024-11-02,2025-07-19,Issued
T08380,S0751,B01034,2025-08-28,2025-09-27,Late Return
T08381,S0123,B00793,2026-02-19,2026-04-05,Issued
