attendance_id,student_id,subject_id,date,status
22651,S0025,SUB0523,2025-09-15,Absent
22652,S0320,SUB0304,2026-02-21,Present
22653,S0989,SUB0942,2026-03-25,Present
22654,S0394,SUB0283,2025-09-04,Absent
22655,S0934,SUB0648,2026-05-15,Present
22656,S0227,SUB0505,2025-07-27,Present
22657,S0068,SUB0089,2025-12-12,Absent
22658,S0051,SUB0630,2026-06-28,Present
22659,S0410,SUB0179,2026-02-22,Leave
22660,S0293,SUB0082,2026-04-16,Absent
22661,S0064,SUB0358,2026-05-12,Present
22662,S0381,SUB0508,2026-05-30,Leave
22663,S0186,SUB0592,2025-09-23,Absent
22664,S0328,SUB0352,2025-10-15,Leave
22665,S0953,SUB0221,2026-06-15,Leave
22666,S0668,SUB0105,2025-10-04,Present
22667,S0812,SUB0562,2026-02-12,Absent
22668,S0203,SUB0116,2026-03-20,Present
22669,S0283,SUB0071,2026-03-15,Present
22670,S0408,SUB0526,2025-09-19,Absent
22671,S0415,SUB0249,2025-07-30,Absent
22672,S0865,SUB0198,2025-12-11,Absent
22673,S0212,SUB0665,2026-02-16,Present
22674,S0963,SUB0039,2026-02-21,Absent
22675,S0362,SUB0815,2026-01-19,Leave
22676,S0396,SUB0992,2025-10-31,Absent
22677,S0250,SUB0203,2025-11-08,Leave
22678,S0076,SUB0663,2026-03-07,Leave
22679,S0059,SUB0428,2025-10-11,Absent
22680,S0142,SUB0368,2026-03-18,Absent
22681,S0325,SUB0796,2025-09-20,Absent
22682,S0935,SUB0447,2026-05-28,Absent
22683,S0827,SUB0898,2026-01-26,Leave
22684,S0610,SUB0768,2025-11-24,Present
22685,S0672,SUB0973,2025-10-14,Absent
22686,S0280,SUB0063,2026-05-22,Leave
22687,S0754,SUB0993,2025-11-08,Leave
22688,S0935,SUB0838,2026-06-15,Present
22689,S0579,SUB0845,2025-08-20,Present
22690,S0499,SUB0828,2025-10-09,Absent
22691,S0063,SUB0105,2025-10-08,Leave
22692,S0764,SUB0778,2026-01-14,Absent
22693,S0659,SUB0398,2025-12-03,Absent
22694,S0801,SUB0019,2025-12-27,Present
22695,S0912,SUB0737,2025-07-20,Present
22696,S0303,SUB0026,2025-12-18,Present
22697,S0844,SUB0267,2025-12-26,Present
22698,S0529,SUB0867,2025-10-31,Absent
22699,S0429,SUB0849,2026-02-13,Absent
22700,S0731,SUB0626,2026-03-14,Leave
22701,S0690,SUB0042,2026-04-21,Absent
22702,S0200,SUB0456,2026-04-04,Leave
22703,S0862,SUB0058,2025-11-24,Leave
22704,S0699,SUB0413,2026-07-09,Present
22705,S0742,SUB0781,2025-09-11,Present
22706,S0617,SUB0829,2025-11-01,Absent
22707,S0162,SUB0331,2025-08-08,Leave
22708,S0305,SUB0943,2025-07-24,Present
22709,S0901,SUB0849,2025-09-10,Leave
22710,S0178,SUB0029,2025-07-28,Leave
22711,S0193,SUB0024,2025-12-10,Leave
22712,S0416,SUB0776,2025-10-03,Absent
22713,S0565,SUB0670,2025-08-28,Present
22714,S0857,SUB0169,2025-09-21,Present
22715,S0786,SUB0156,2026-02-09,Leave
22716,S0106,SUB0443,2026-02-13,Present
22717,S0938,SUB0513,2025-10-07,Absent
22718,S0433,SUB0772,2026-06-20,Absent
22719,S0263,SUB0337,2025-08-31,Leave
22720,S0072,SUB0141,2025-11-11,Leave
22721,S0926,SUB0174,2026-01-04,Leave
22722,S0874,SUB0800,2026-06-04,Absent
22723,S0792,SUB0516,2025-09-21,Present
22724,S0473,SUB0295,2025-09-28,Leave
22725,S0322,SUB0639,2025-10-05,Leave
22726,S0846,SUB0449,2026-04-21,Leave
22727,S0103,SUB0845,2025-07-17,Leave
22728,S0629,SUB0344,2026-05-01,Present
22729,S0933,SUB0389,2026-01-28,Present
22730,S0454,SUB0809,2026-05-17,Absent
22731,S0472,SUB0826,2026-03-01,Absent
22732,S0819,SUB0057,2026-05-20,Present
22733,S0847,SUB0620,2025-10-20,Present
22734,S0086,SUB0579,2026-01-08,Leave
22735,S0655,SUB0764,2025-11-11,Absent
22736,S0384,SUB0261,2026-02-18,Absent
22737,S0303,SUB0142,2026-02-21,Leave
22738,S0621,SUB0169,2026-03-31,Present
22739,S0517,SUB0358,2026-01-29,Present
22740,S0491,SUB0739,2026-05-21,Leave
22741,S0908,SUB0770,2025-08-14,Leave
22742,S0522,SUB0241,2026-04-01,Leave
22743,S0368,SUB0266,2026-03-14,Present
22744,S0552,SUB0837,2026-02-07,Leave
22745,S0413,SUB0770,2026-02-22,Leave
22746,S0715,SUB0467,2026-03-17,Present
22747,S0602,SUB0559,2026-03-15,Leave
22748,S0305,SUB0859,2026-03-10,Present
22749,S0746,SUB0606,2026-03-04,Leave
22750,S0791,SUB0935,2025-12-26,Present
22751,S0633,SUB0968,2025-11-04,Present
22752,S0031,SUB0864,2026-03-25,Present
22753,S0550,SUB0212,2026-06-24,Leave
22754,S0710,SUB0672,2026-07-13,Leave
22755,S0900,SUB0010,2025-08-08,Absent
22756,S0296,SUB0008,2025-11-10,Absent
22757,S0863,SUB0613,2026-06-11,Absent
22758,S0452,SUB0168,2025-09-26,Leave
22759,S0372,SUB0559,2025-10-28,Absent
22760,S0953,SUB0166,2025-11-19,Leave
22761,S0702,SUB0136,2026-01-22,Absent
22762,S0494,SUB0486,2025-12-23,Absent
22763,S0524,SUB0240,2025-11-06,Leave
22764,S0513,SUB0716,2025-11-22,Present
22765,S0287,SUB0616,2026-04-14,Present
22766,S0508,SUB0618,2026-05-15,Absent
22767,S0051,SUB0473,2026-04-06,Leave
22768,S0025,SUB0234,2026-04-01,Present
22769,S0701,SUB0131,2025-07-23,Present
22770,S0794,SUB0018,2025-08-07,Absent
22771,S0126,SUB0162,2025-07-17,Leave
22772,S0952,SUB0853,2025-11-23,Leave
22773,S0442,SUB0779,2026-06-08,Absent
22774,S0355,SUB0139,2026-07-04,Leave
22775,S0993,SUB0702,2025-07-24,Leave
22776,S0630,SUB0841,2026-05-24,Leave
22777,S0640,SUB0236,2025-10-13,Present
22778,S0419,SUB0558,2026-02-24,Present
22779,S0128,SUB0663,2026-04-20,Present
22780,S0897,SUB0528,2026-01-17,Absent
22781,S0987,SUB0859,2025-10-17,Absent
22782,S0306,SUB0113,2025-12-09,Present
22783,S0393,SUB0943,2025-08-24,Leave
22784,S0580,SUB0758,2026-05-28,Absent
22785,S0799,SUB0233,2026-06-12,Present
22786,S0244,SUB0989,2026-06-14,Present
22787,S0304,SUB0162,2026-04-24,Leave
22788,S0733,SUB0786,2025-11-27,Present
22789,S0341,SUB0086,2025-12-11,Leave
22790,S0351,SUB0948,2026-05-16,Present
22791,S0050,SUB0780,2025-11-16,Present
22792,S0193,SUB0710,2026-05-15,Absent
22793,S0403,SUB0427,2025-09-13,Present
22794,S0995,SUB0548,2026-06-27,Present
22795,S0495,SUB0798,2026-07-03,Present
22796,S0469,SUB0607,2026-04-19,Absent
22797,S0430,SUB0173,2025-11-03,Present
22798,S0398,SUB0784,2026-06-18,Present
22799,S0805,SUB0140,2025-10-21,Leave
22800,S0940,SUB0353,2026-04-14,Present
22801,S0852,SUB0936,2025-09-08,Absent
22802,S0527,SUB0372,2026-03-13,Present
22803,S0693,SUB0850,2025-07-23,Leave
22804,S0654,SUB0999,2026-01-24,Present
22805,S0635,SUB0059,2026-07-11,Leave
22806,S0403,SUB0073,2025-08-12,Leave
22807,S0199,SUB0047,2026-02-17,Absent
22808,S0871,SUB0701,2026-04-07,Leave
22809,S0748,SUB0215,2025-11-12,Leave
22810,S0946,SUB0374,2025-07-21,Leave
22811,S0760,SUB0415,2026-04-13,Absent
22812,S0892,SUB0728,2025-08-03,Absent
22813,S0976,SUB0233,2026-04-24,Present
22814,S0473,SUB0429,2025-10-14,Absent
22815,S0328,SUB0039,2026-03-03,Leave
22816,S0465,SUB0211,2025-09-11,Leave
22817,S0361,SUB0259,2026-05-27,Absent
22818,S0607,SUB0950,2026-03-24,Present
22819,S0276,SUB0621,2026-03-15,Leave
22820,S0427,SUB0377,2025-08-31,Leave
22821,S0828,SUB0931,2026-07-12,Leave
22822,S0174,SUB0903,2026-06-16,Leave
22823,S0715,SUB0035,2026-01-01,Leave
22824,S0706,SUB0446,2026-07-07,Absent
22825,S0909,SUB0780,2025-12-07,Leave
22826,S0483,SUB0664,2026-05-28,Absent
22827,S0005,SUB0803,2025-12-02,Leave
22828,S0053,SUB0136,2026-02-06,Absent
22829,S0356,SUB0147,2026-07-01,Leave
22830,S0937,SUB0620,2025-10-30,Leave
22831,S0409,SUB0363,2025-12-13,Present
22832,S0740,SUB0232,2025-10-30,Present
22833,S0572,SUB0651,2026-01-17,Present
22834,S0814,SUB0278,2026-01-29,Leave
22835,S0385,SUB0536,2025-08-25,Leave
22836,S0679,SUB0723,2025-11-24,Leave
22837,S0411,SUB0138,2026-01-01,Leave
22838,S0689,SUB0086,2025-07-29,Present
22839,S0172,SUB0439,2025-11-07,Absent
22840,S0059,SUB0165,2025-11-10,Leave
22841,S0834,SUB0352,2025-12-12,Leave
22842,S0829,SUB0867,2026-02-26,Present
22843,S0669,SUB0434,2026-02-11,Absent
22844,S0338,SUB0037,2026-07-07,Present
22845,S0854,SUB0591,2026-03-14,Leave
22846,S0250,SUB0167,2026-01-06,Absent
22847,S0357,SUB0533,2025-10-19,Absent
22848,S0631,SUB0532,2026-03-18,Present
22849,S0922,SUB0507,2026-04-29,Leave
22850,S0287,SUB0052,2026-07-03,Absent
22851,S0955,SUB0048,2026-04-16,Leave
22852,S0649,SUB0718,2026-07-09,Absent
22853,S0402,SUB0713,2025-09-14,Present
22854,S0997,SUB0331,2025-07-30,Present
22855,S0907,SUB0286,2025-12-30,Present
22856,S0077,SUB0778,2026-04-10,Absent
22857,S0109,SUB0644,2025-08-25,Absent
22858,S0515,SUB0073,2025-09-02,Leave
22859,S0196,SUB0168,2025-07-27,Present
22860,S0962,SUB0100,2026-04-07,Leave
22861,S0067,SUB0164,2026-04-04,Present
22862,S0506,SUB0923,2026-04-07,Present
22863,S0941,SUB0839,2026-03-10,Leave
22864,S0044,SUB0203,2025-10-29,Present
22865,S0347,SUB0281,2025-11-29,Leave
22866,S0154,SUB0070,2026-05-18,Absent
22867,S0635,SUB0848,2025-09-13,Absent
22868,S0477,SUB0172,2026-02-24,Leave
22869,S0778,SUB0981,2026-04-12,Present
22870,S0050,SUB0524,2026-05-12,Present
22871,S0570,SUB0940,2026-06-12,Present
22872,S0883,SUB0314,2025-10-13,Absent
22873,S0142,SUB0559,2025-11-05,Leave
22874,S0164,SUB0643,2026-03-15,Absent
22875,S0107,SUB0069,2026-02-04,Present
22876,S0677,SUB0488,2026-04-19,Present
22877,S0401,SUB0147,2025-10-10,Present
22878,S0075,SUB0018,2026-05-17,Leave
22879,S0533,SUB0736,2026-04-05,Leave
22880,S0439,SUB0936,2025-12-17,Present
22881,S0214,SUB0308,2026-03-14,Leave
22882,S0187,SUB0221,2026-02-22,Present
22883,S0115,SUB0035,2026-04-20,Present
22884,S0593,SUB0952,2025-09-25,Absent
22885,S0247,SUB0649,2026-05-11,Present
22886,S0786,SUB0777,2026-03-26,Present
22887,S0114,SUB0766,2025-12-21,Present
22888,S0484,SUB0081,2026-02-27,Absent
22889,S0410,SUB0171,2026-05-18,Absent
22890,S0849,SUB0976,2025-10-16,Absent
22891,S0001,SUB0511,2025-08-03,Present
22892,S0903,SUB0787,2026-07-12,Absent
22893,S0789,SUB0746,2026-03-25,Present
22894,S0967,SUB0929,2026-05-20,Present
22895,S0673,SUB0525,2026-03-29,Leave
22896,S0114,SUB0120,2026-07-09,Absent
22897,S0515,SUB0677,2026-05-25,Present
22898,S0637,SUB0615,2025-09-16,Absent
22899,S0631,SUB0896,2025-08-06,Leave
22900,S0390,SUB0377,2026-05-13,Leave
22901,S0778,SUB0111,2026-01-11,Leave
22902,S0999,SUB0389,2026-05-12,Leave
22903,S0772,SUB0824,2026-03-09,Absent
22904,S0337,SUB0413,2025-12-04,Leave
22905,S0540,SUB0068,2026-07-06,Leave
22906,S0517,SUB0729,2026-01-26,Absent
22907,S0785,SUB0794,2025-11-19,Absent
22908,S0584,SUB0372,2026-01-09,Absent
22909,S0482,SUB0259,2025-12-23,Absent
22910,S0741,SUB0217,2026-02-06,Leave
22911,S0463,SUB0490,2026-06-11,Absent
22912,S0064,SUB0271,2026-03-13,Present
22913,S0430,SUB0995,2025-10-01,Present
22914,S0436,SUB0269,2026-05-05,Absent
22915,S0924,SUB0005,2026-05-11,Leave
22916,S0080,SUB0036,2025-10-11,Absent
22917,S0157,SUB0875,2025-12-24,Present
22918,S0927,SUB0766,2026-02-07,Leave
22919,S0775,SUB0186,2025-09-21,Leave
22920,S0813,SUB0330,2025-12-18,Absent
22921,S0314,SUB0630,2026-02-16,Leave
22922,S0630,SUB0526,2025-10-09,Absent
22923,S0045,SUB0782,2025-10-08,Present
22924,S0735,SUB0262,2026-06-29,Present
22925,S0558,SUB0333,2026-05-17,Absent
22926,S0633,SUB0150,2026-04-08,Leave
22927,S0832,SUB0928,2026-01-04,Absent
22928,S0283,SUB0031,2025-07-29,Present
22929,S0385,SUB0824,2026-03-10,Leave
22930,S0769,SUB0220,2025-12-09,Leave
22931,S0272,SUB0053,2025-10-21,Present
22932,S0398,SUB0615,2026-03-13,Leave
22933,S0788,SUB0138,2026-04-18,Present
22934,S0056,SUB0175,2026-05-08,Present
22935,S0583,SUB0285,2026-02-26,Leave
22936,S0778,SUB0150,2025-10-23,Leave
22937,S0959,SUB0010,2025-08-07,Present
22938,S0055,SUB0963,2025-09-24,Leave
22939,S0865,SUB0263,2026-04-17,Present
22940,S0962,SUB0016,2025-11-19,Present
22941,S0435,SUB0142,2026-01-07,Absent
22942,S0627,SUB0017,2025-11-28,Leave
22943,S0682,SUB0347,2026-05-28,Present
22944,S0882,SUB0778,2025-08-22,Absent
22945,S0759,SUB0170,2026-05-12,Leave
22946,S0475,SUB0738,2025-08-06,Leave
22947,S0672,SUB0614,2025-11-13,Present
22948,S0139,SUB0255,2025-09-07,Present
22949,S0172,SUB0968,2026-04-26,Present
22950,S0024,SUB0053,2026-02-04,Leave
22951,S0209,SUB0923,2026-02-19,Absent
22952,S0568,SUB0498,2026-02-07,Absent
22953,S0625,SUB0660,2025-10-24,Present
22954,S0028,SUB0365,2025-10-03,Absent
22955,S0563,SUB0148,2026-07-11,Leave
22956,S0835,SUB0518,2025-10-07,Absent
22957,S0102,SUB0250,2026-06-01,Absent
22958,S0682,SUB0838,2025-08-08,Leave
22959,S0777,SUB0426,2026-04-30,Absent
22960,S0168,SUB0658,2025-11-25,Absent
22961,S0533,SUB0531,2025-08-25,Leave
22962,S0341,SUB0729,2026-02-26,Leave
22963,S0241,SUB0395,2025-09-22,Leave
22964,S0264,SUB0081,2025-09-02,Absent
22965,S0270,SUB0833,2026-06-26,Absent
22966,S0148,SUB0097,2025-09-14,Present
22967,S0260,SUB0999,2026-01-24,Absent
22968,S0628,SUB0635,2025-10-25,Absent
22969,S0991,SUB0804,2025-12-26,Leave
22970,S0469,SUB0752,2025-09-16,Leave
22971,S0117,SUB0278,2025-07-27,Present
22972,S0134,SUB0605,2025-07-25,Present
22973,S0300,SUB0458,2026-04-09,Present
22974,S0795,SUB0142,2026-05-02,Absent
22975,S0966,SUB0201,2025-07-23,Present
22976,S0146,SUB0729,2025-12-08,Absent
22977,S0826,SUB0875,2025-11-14,Absent
22978,S0677,SUB0338,2026-02-27,Leave
22979,S0564,SUB0003,2025-12-02,Leave
22980,S0479,SUB0311,2026-03-17,Leave
22981,S0546,SUB0613,2025-09-21,Present
22982,S0835,SUB0387,2026-05-20,Absent
22983,S0216,SUB0721,2026-01-29,Present
22984,S0591,SUB0221,2026-02-05,Leave
22985,S0489,SUB0231,2025-10-17,Present
22986,S0312,SUB0936,2025-10-02,Absent
22987,S0092,SUB0605,2026-07-02,Absent
22988,S0620,SUB0784,2025-11-14,Absent
22989,S0679,SUB0879,2026-05-04,Present
22990,S0795,SUB0302,2025-11-11,Absent
22991,S0431,SUB0713,2025-10-08,Present
22992,S0586,SUB0258,2025-08-08,Leave
22993,S0656,SUB0172,2025-12-01,Absent
22994,S0853,SUB0628,2025-09-04,Leave
22995,S0520,SUB0116,2025-11-20,Absent
22996,S0775,SUB0637,2026-02-22,Leave
22997,S0181,SUB0135,2025-08-26,Present
22998,S0715,SUB0838,2026-02-15,Absent
22999,S0886,SUB0383,2026-04-28,Absent
23000,S0166,SUB0085,2026-05-02,Present
23001,S0418,SUB0855,2026-07-14,Leave
23002,S0480,SUB0675,2025-11-29,Leave
23003,S0739,SUB0940,2025-10-22,Present
23004,S0674,SUB0169,2026-06-05,Leave
23005,S0017,SUB0914,2026-05-08,Leave
23006,S0837,SUB0083,2025-10-01,Absent
23007,S0936,SUB0667,2025-12-08,Absent
23008,S0037,SUB0006,2026-03-08,Present
23009,S0993,SUB0164,2025-11-30,Absent
23010,S0231,SUB0874,2025-12-28,Present
23011,S0768,SUB0949,2026-06-16,Absent
23012,S0569,SUB0968,2026-06-22,Leave
23013,S0591,SUB0079,2025-09-27,Leave
23014,S0485,SUB0415,2026-05-15,Present
23015,S0619,SUB0410,2026-05-12,Leave
23016,S0415,SUB0924,2025-11-27,Absent
23017,S0287,SUB0063,2025-09-25,Absent
23018,S0375,SUB0029,2025-08-02,Present
23019,S0523,SUB0471,2026-05-20,Present
23020,S0075,SUB0121,2025-08-15,Absent
23021,S0590,SUB0452,2026-03-28,Absent
23022,S0684,SUB0150,2026-01-15,Absent
23023,S0236,SUB0223,2026-04-24,Present
23024,S0981,SUB0766,2026-04-05,Absent
23025,S0002,SUB0586,2026-06-28,Present
23026,S0774,SUB0619,2025-08-04,Present
23027,S0603,SUB0153,2025-11-08,Absent
23028,S0682,SUB0479,2026-05-14,Leave
23029,S0803,SUB0552,2026-06-20,Present
23030,S0614,SUB0553,2026-06-10,Present
23031,S0389,SUB0766,2026-02-03,Leave
23032,S0803,SUB0178,2025-12-19,Present
23033,S0744,SUB0209,2026-07-13,Leave
23034,S0201,SUB0060,2026-02-27,Leave
23035,S0289,SUB0136,2025-12-01,Absent
23036,S0579,SUB0116,2026-04-19,Present
23037,S0062,SUB0726,2025-10-24,Absent
23038,S0738,SUB0613,2025-09-01,Absent
23039,S0643,SUB0341,2025-11-11,Present
23040,S0397,SUB0250,2026-06-18,Absent
23041,S0809,SUB0937,2026-06-23,Present
23042,S0297,SUB0791,2026-03-24,Absent
23043,S0272,SUB0212,2026-02-06,Leave
23044,S0942,SUB0073,2025-12-29,Leave
23045,S0029,SUB0796,2026-04-30,Leave
23046,S0302,SUB0569,2025-10-17,Leave
23047,S0328,SUB0220,2026-06-27,Present
23048,S0432,SUB0149,2025-10-26,Leave
23049,S0206,SUB0623,2026-02-14,Absent
23050,S0156,SUB0840,2026-05-19,Absent
23051,S0272,SUB0140,2026-03-21,Absent
23052,S0785,SUB0826,2025-09-14,Leave
23053,S0773,SUB0218,2026-04-16,Absent
23054,S0379,SUB0193,2026-03-30,Present
23055,S0102,SUB0942,2026-05-02,Absent
23056,S0297,SUB0772,2026-07-06,Present
23057,S0602,SUB0012,2026-05-17,Absent
23058,S0316,SUB0449,2026-05-24,Present
23059,S0662,SUB0366,2025-10-02,Present
23060,S0354,SUB0184,2025-07-18,Absent
23061,S0610,SUB0363,2026-07-07,Present
23062,S0343,SUB0766,2026-03-31,Absent
23063,S0759,SUB0648,2025-10-30,Present
23064,S0287,SUB0476,2026-06-12,Absent
23065,S0016,SUB0528,2026-03-23,Absent
23066,S0120,SUB0810,2026-05-30,Absent
23067,S0591,SUB0864,2026-04-09,Absent
23068,S0775,SUB0059,2026-05-30,Absent
23069,S0443,SUB0724,2026-06-23,Present
23070,S0893,SUB0015,2026-02-06,Leave
23071,S0746,SUB0499,2026-06-28,Leave
23072,S0232,SUB0391,2025-12-10,Leave
23073,S0410,SUB0161,2026-07-01,Absent
23074,S0216,SUB0467,2025-08-13,Present
23075,S0312,SUB0770,2026-02-05,Present
23076,S0629,SUB0482,2026-04-27,Leave
23077,S0150,SUB0396,2026-01-27,Absent
23078,S0144,SUB0548,2025-07-17,Absent
23079,S0221,SUB0910,2025-10-09,Present
23080,S0713,SUB0771,2025-10-28,Absent
23081,S0330,SUB0369,2026-07-04,Leave
23082,S0973,SUB0315,2026-01-21,Present
23083,S0130,SUB0968,2025-09-25,Leave
23084,S0079,SUB0362,2025-10-03,Leave
23085,S0304,SUB0161,2026-05-02,Present
23086,S0801,SUB0258,2026-06-17,Absent
23087,S0619,SUB0993,2026-07-15,Present
23088,S0703,SUB0049,2026-07-13,Absent
23089,S0690,SUB0394,2026-02-03,Absent
23090,S0461,SUB0708,2026-01-04,Leave
23091,S0004,SUB0624,2025-09-07,Present
23092,S0464,SUB0841,2025-12-23,Absent
23093,S0380,SUB0237,2026-04-27,Present
23094,S0664,SUB0881,2026-02-24,Absent
23095,S0832,SUB0452,2026-06-29,Leave
23096,S0102,SUB0986,2025-09-23,Present
23097,S0981,SUB0687,2025-09-22,Absent
23098,S0237,SUB0757,2026-05-16,Present
23099,S0291,SUB0800,2026-01-05,Leave
23100,S0428,SUB0065,2026-02-05,Leave
23101,S0202,SUB0814,2026-06-09,Present
23102,S0849,SUB0519,2025-09-30,Leave
23103,S0694,SUB0141,2026-01-11,Leave
23104,S0457,SUB0860,2025-08-11,Present
23105,S0505,SUB0355,2026-02-13,Absent
23106,S0820,SUB0929,2025-10-29,Leave
23107,S0991,SUB0914,2026-03-16,Present
23108,S0516,SUB0473,2026-05-24,Present
23109,S0267,SUB0408,2026-04-11,Present
23110,S0403,SUB0334,2025-08-05,Present
23111,S0911,SUB0085,2026-01-03,Absent
23112,S0984,SUB0834,2025-09-04,Leave
23113,S0374,SUB0510,2025-09-18,Leave
23114,S0168,SUB0720,2026-03-30,Present
23115,S0788,SUB0477,2026-05-27,Leave
23116,S0628,SUB0084,2026-01-10,Present
23117,S0293,SUB0285,2026-06-28,Present
23118,S0844,SUB0226,2025-08-18,Leave
23119,S0790,SUB0929,2026-02-06,Present
23120,S0564,SUB0244,2026-06-10,Leave
23121,S0636,SUB0993,2025-10-20,Absent
23122,S0547,SUB0656,2026-01-16,Leave
23123,S0268,SUB0270,2025-10-28,Present
23124,S0047,SUB0618,2026-04-02,Absent
23125,S0213,SUB0560,2026-03-25,Present
23126,S0850,SUB0929,2026-05-30,Absent
23127,S0727,SUB0352,2026-02-03,Absent
23128,S0684,SUB0813,2025-12-13,Leave
23129,S0481,SUB0299,2026-01-23,Leave
23130,S0513,SUB0970,2025-11-19,Present
23131,S0126,SUB0027,2025-08-18,Present
23132,S0338,SUB0247,2026-02-22,Present
23133,S0110,SUB0253,2025-12-04,Leave
23134,S0996,SUB0864,2025-08-10,Present
23135,S0936,SUB0185,2025-08-26,Leave
23136,S0797,SUB0168,2025-10-07,Absent
23137,S0480,SUB0489,2026-06-12,Present
23138,S0691,SUB0838,2026-01-05,Leave
23139,S0008,SUB0640,2026-06-11,Leave
23140,S0812,SUB0971,2025-07-22,Absent
23141,S0610,SUB0818,2025-11-24,Leave
23142,S0878,SUB0030,2025-09-02,Leave
23143,S0444,SUB0268,2025-10-10,Present
23144,S0559,SUB0751,2026-04-11,Leave
23145,S0147,SUB0928,2026-03-20,Absent
23146,S0093,SUB0644,2026-06-11,Absent
23147,S0194,SUB0409,2025-08-05,Absent
23148,S0001,SUB0178,2026-06-17,Absent
23149,S0390,SUB0640,2025-08-09,Present
23150,S0180,SUB0788,2026-04-29,Present
23151,S0275,SUB0250,2026-03-05,Present
23152,S0113,SUB0646,2025-11-30,Absent
23153,S0739,SUB0187,2025-10-18,Present
23154,S0125,SUB0626,2025-12-20,Leave
23155,S0175,SUB0038,2026-04-05,Present
23156,S0545,SUB0318,2026-03-27,Present
23157,S0457,SUB0241,2026-06-02,Leave
23158,S0455,SUB0180,2025-11-07,Leave
23159,S0782,SUB0552,2025-12-13,Absent
23160,S0894,SUB0060,2025-08-22,Present
23161,S0463,SUB0779,2025-11-12,Present
23162,S0463,SUB0686,2026-05-13,Absent
23163,S0728,SUB0376,2026-06-23,Present
23164,S0640,SUB0423,2026-07-08,Leave
23165,S0559,SUB0472,2025-10-01,Absent
23166,S0435,SUB0165,2026-05-31,Leave
23167,S0047,SUB0849,2025-09-19,Leave
23168,S0218,SUB0409,2025-09-01,Leave
23169,S0273,SUB0379,2026-03-04,Leave
23170,S0170,SUB0391,2026-03-21,Present
23171,S0717,SUB0400,2025-08-08,Present
23172,S0159,SUB0530,2025-11-10,Absent
23173,S0993,SUB0974,2026-06-18,Present
23174,S0465,SUB0019,2026-02-26,Present
23175,S0547,SUB0698,2026-01-12,Present
23176,S0432,SUB0819,2025-12-11,Present
23177,S0741,SUB0691,2026-05-29,Present
23178,S0163,SUB0610,2026-04-24,Leave
23179,S0858,SUB0379,2025-11-15,Leave
23180,S0477,SUB0030,2026-05-09,Absent
23181,S0125,SUB0260,2026-03-12,Present
23182,S0797,SUB0354,2026-05-15,Absent
23183,S0825,SUB0395,2026-03-24,Present
23184,S0952,SUB0548,2025-12-12,Absent
23185,S0429,SUB0915,2026-02-09,Present
23186,S0255,SUB0209,2025-09-27,Absent
23187,S0091,SUB0209,2025-08-21,Leave
23188,S0403,SUB0262,2026-01-27,Leave
23189,S0563,SUB0970,2026-04-01,Leave
23190,S0638,SUB0495,2026-04-07,Leave
23191,S0299,SUB0765,2025-12-25,Leave
23192,S0852,SUB0430,2025-10-14,Present
23193,S0755,SUB0128,2026-02-18,Present
23194,S0399,SUB0355,2025-12-16,Leave
23195,S0643,SUB0558,2026-06-27,Present
23196,S0823,SUB0344,2026-02-25,Leave
23197,S0100,SUB0793,2025-07-19,Present
23198,S0011,SUB0529,2026-04-03,Absent
23199,S0787,SUB0202,2025-08-05,Present
23200,S0071,SUB0866,2025-11-15,Leave
23201,S0635,SUB0674,2026-05-15,Absent
23202,S0981,SUB0809,2025-09-03,Absent
23203,S0496,SUB0996,2026-01-01,Present
23204,S0549,SUB0033,2025-09-01,Absent
23205,S0544,SUB0120,2025-09-05,Present
23206,S0266,SUB0188,2026-03-07,Absent
23207,S0947,SUB0460,2026-06-20,Absent
23208,S0795,SUB0174,2025-11-21,Present
23209,S0141,SUB0615,2025-09-08,Absent
23210,S0571,SUB0729,2026-06-02,Leave
23211,S0973,SUB0191,2026-04-10,Present
23212,S0116,SUB0769,2025-10-05,Absent
23213,S0329,SUB0255,2025-08-04,Present
23214,S0329,SUB0155,2026-06-25,Present
23215,S0425,SUB0506,2026-03-08,Absent
23216,S0490,SUB0109,2026-06-25,Absent
23217,S0515,SUB0009,2025-12-05,Leave
23218,S0712,SUB0660,2026-02-25,Present
23219,S0071,SUB0437,2026-04-15,Absent
23220,S0788,SUB0097,2026-04-24,Leave
23221,S0058,SUB0493,2025-11-26,Present
23222,S0415,SUB0094,2026-06-23,Absent
23223,S0194,SUB0158,2026-01-24,Absent
23224,S0645,SUB0892,2025-11-25,Leave
23225,S0436,SUB0557,2026-06-14,Leave
23226,S0420,SUB0488,2026-06-19,Present
23227,S0546,SUB0022,2025-08-11,Leave
23228,S0524,SUB0331,2026-07-13,Leave
23229,S0045,SUB0408,2026-03-10,Leave
23230,S0624,SUB0654,2026-02-25,Absent
23231,S0557,SUB0197,2025-10-22,Present
23232,S0278,SUB0546,2025-12-31,Present
23233,S0210,SUB0714,2026-06-02,Absent
23234,S0589,SUB0445,2025-09-22,Leave
23235,S0103,SUB0114,2025-09-20,Leave
23236,S0328,SUB0233,2026-04-18,Present
23237,S0370,SUB0716,2026-04-10,Absent
23238,S0760,SUB0267,2025-12-22,Present
23239,S0959,SUB0754,2026-02-02,Leave
23240,S0236,SUB0062,2026-02-06,Leave
23241,S0366,SUB0931,2026-01-26,Absent
