book_id,book_name,author,publisher,publication_year
B02593,Compiler Design,Cormen,Springer,2014
B02594,Operating Systems,Goodfellow,Wiley,2026
B02595,Microprocessors,Tanenbaum,Pearson,2021
B02596,Discrete Mathematics,Ross,Springer,2019
B02597,Operating Systems,Stallings,Pearson,2012
B02598,Machine Learning,Sutton,Oxford,2026
B02599,Data Structures,Ross,Pearson,2023
B02600,Software Engineering,James,Pearson,2021
B02601,Data Structures,Stallings,McGraw Hill,2018
B02602,Database Management Systems,Ross,McGraw Hill,2017
B02603,Discrete Mathematics,Sutton,Springer,2011
B02604,Algorithms,Goodfellow,McGraw Hill,2017
B02605,Digital Logic,James,Springer,2017
B02606,Java Programming,Galvin,Oxford,2016
B02607,Deep Learning,James,McGraw Hill,2013
B02608,Cloud Computing,Stallings,Springer,2011
B02609,Digital Logic,Sutton,Wiley,2024
B02610,Discrete Mathematics,Ross,Oxford,2018
B02611,Machine Learning,Silberschatz,Oxford,2024
B02612,Data Structures,James,Pearson,2012
B02613,Big Data,Goodfellow,McGraw Hill,2019
B02614,Cyber Security,Silberschatz,Wiley,2016
B02615,Computer Networks,Galvin,Wiley,2023
B02616,Machine Learning,Korth,Springer,2011
B02617,Operating Systems,Tanenbaum,Pearson,2021
B02618,Compiler Design,Stallings,Wiley,2015
B02619,Compiler Design,Cormen,Springer,2021
B02620,Microprocessors,Cormen,McGraw Hill,2013
B02621,Java Programming,Stallings,Pearson,2011
B02622,Python Programming,Stallings,McGraw Hill,2025
B02623,Algorithms,Ross,Wiley,2018
B02624,Software Engineering,Sutton,Wiley,2011
B02625,Algorithms,Ross,Oxford,2021
B02626,Digital Logic,Cormen,Pearson,2022
B02627,Digital Logic,Goodfellow,Pearson,2014
B02628,Cyber Security,Ross,Oxford,2012
B02629,Software Engineering,Tanenbaum,Oxford,2011
B02630,Data Structures,Silberschatz,Wiley,2020
B02631,Statistics,Goodfellow,Oxford,2016
B02632,Artificial Intelligence,Korth,Springer,2020
B02633,Python Programming,Goodfellow,Pearson,2024
B02634,Artificial Intelligence,Ross,McGraw Hill,2012
B02635,Big Data,Stallings,Wiley,2021
B02636,Java Programming,Stallings,Oxford,2021
B02637,Python Programming,Goodfellow,Wiley,2026
B02638,Statistics,Stallings,Oxford,2021
B02639,Machine Learning,Goodfellow,Oxford,2022
B02640,Software Engineering,Ross,Oxford,2022
B02641,Java Programming,Korth,Springer,2014
B02642,Artificial Intelligence,Silberschatz,Springer,2011
B02643,Compiler Design,Goodfellow,McGraw Hill,2024
B02644,Database Management Systems,Cormen,Oxford,2022
B02645,Data Mining,Sutton,Pearson,2026
B02646,Data Mining,Silberschatz,Springer,2015
B02647,Statistics,Cormen,Springer,2014
B02648,Data Mining,Ross,Springer,2016
B02649,Data Mining,James,Oxford,2021
B02650,Microprocessors,Ross,Pearson,2018
B02651,Discrete Mathematics,James,Wiley,2019
B02652,Python Programming,Cormen,Pearson,2024
B02653,Artificial Intelligence,Goodfellow,Wiley,2025
B02654,Microprocessors,James,Oxford,2022
B02655,Cyber Security,Goodfellow,Oxford,2012
B02656,Computer Networks,Ross,Wiley,2019
B02657,Compiler Design,Stallings,Wiley,2017
B02658,Cloud Computing,Tanenbaum,Wiley,2011
B02659,Algorithms,Cormen,McGraw Hill,2012
B02660,Data Structures,Ross,Pearson,2016
B02661,Data Structures,Stallings,Wiley,2019
B02662,Java Programming,Stallings,Springer,2020
B02663,Computer Networks,Stallings,Wiley,2022
B02664,Operating Systems,Korth,McGraw Hill,2016
B02665,Compiler Design,Goodfellow,Oxford,2014
B02666,Cloud Computing,Stallings,Springer,2015
B02667,Statistics,Galvin,McGraw Hill,2020
B02668,Python Programming,James,McGraw Hill,2017
B02669,Software Engineering,Tanenbaum,Wiley,2011
B02670,Digital Logic,Tanenbaum,Pearson,2018
B02671,Deep Learning,Stallings,Pearson,2014
B02672,Algorithms,Sutton,Oxford,2020
B02673,Java Programming,James,Springer,2023
B02674,Machine Learning,Silberschatz,Oxford,2022
B02675,Python Programming,Stallings,Oxford,2014
B02676,Computer Networks,Korth,Wiley,2019
B02677,Algorithms,James,McGraw Hill,2011
B02678,Database Management Systems,Tanenbaum,Pearson,2018
B02679,Python Programming,Silberschatz,Oxford,2018
B02680,Machine Learning,Goodfellow,Wiley,2016
B02681,Data Mining,Tanenbaum,Springer,2010
B02682,Java Programming,Korth,Wiley,2023
B02683,Digital Logic,Stallings,Wiley,2021
B02684,Artificial Intelligence,Ross,Oxford,2020
B02685,Cloud Computing,Sutton,Springer,2010
B02686,Operating Systems,Tanenbaum,McGraw Hill,2012
B02687,Big Data,James,Oxford,2010
B02688,Database Management Systems,Tanenbaum,Springer,2021
B02689,Java Programming,Cormen,Springer,2018
B02690,Computer Networks,Galvin,McGraw Hill,2017
B02691,Software Engineering,James,Pearson,2026
B02692,Data Structures,Stallings,Pearson,2019
B02693,Deep Learning,Ross,Springer,2014
B02694,Database Management Systems,Sutton,McGraw Hill,2013
B02695,Python Programming,Galvin,McGraw Hill,2018
B02696,Data Structures,Ross,McGraw Hill,2011
B02697,Deep Learning,Goodfellow,Pearson,2023
B02698,Cloud Computing,Korth,Oxford,2024
B02699,Cyber Security,Galvin,Oxford,2023
B02700,Digital Logic,Sutton,Oxford,2010
B02701,Discrete Mathematics,Tanenbaum,Springer,2021
B02702,Deep Learning,Stallings,Pearson,2016
B02703,Java Programming,Stallings,Springer,2014
B02704,Big Data,Silberschatz,Oxford,2023
B02705,Java Programming,Korth,Oxford,2026
B02706,Cyber Security,Ross,Wiley,2018
B02707,Statistics,Silberschatz,Wiley,2014
B02708,Artificial Intelligence,Stallings,Wiley,2024
B02709,Deep Learning,Tanenbaum,Pearson,2015
B02710,Artificial Intelligence,James,Oxford,2025
B02711,Java Programming,Goodfellow,Pearson,2012
B02712,Algorithms,Sutton,Springer,2026
B02713,Microprocessors,Galvin,Wiley,2017
B02714,Java Programming,Tanenbaum,Pearson,2021
B02715,Cyber Security,Silberschatz,Wiley,2018
B02716,Data Mining,Tanenbaum,Oxford,2018
B02717,Java Programming,Stallings,Pearson,2016
B02718,Artificial Intelligence,Korth,Springer,2011
B02719,Data Structures,Cormen,Pearson,2022
B02720,Discrete Mathematics,Galvin,Springer,2022
B02721,Deep Learning,Sutton,Oxford,2013
B02722,Cloud Computing,Korth,Wiley,2022
B02723,Artificial Intelligence,Tanenbaum,Oxford,2015
B02724,Machine Learning,Stallings,Springer,2016
B02725,Operating Systems,Stallings,McGraw Hill,2020
B02726,Microprocessors,Ross,McGraw Hill,2022
B02727,Software Engineering,Tanenbaum,Oxford,2024
B02728,Digital Logic,Ross,Pearson,2015
B02729,Compiler Design,Korth,Springer,2013
B02730,Operating Systems,Cormen,Oxford,2025
B02731,Algorithms,Stallings,McGraw Hill,2019
B02732,Database Management Systems,Korth,Oxford,2021
B02733,Statistics,Sutton,Oxford,2016
B02734,Java Programming,Cormen,Wiley,2010
B02735,Statistics,Tanenbaum,Springer,2024
B02736,Digital Logic,Ross,Oxford,2011
B02737,Software Engineering,Sutton,Springer,2010
B02738,Data Structures,Cormen,Wiley,2017
B02739,Microprocessors,Stallings,McGraw Hill,2019
B02740,Data Mining,Tanenbaum,Wiley,2012
B02741,Data Mining,Tanenbaum,McGraw Hill,2012
B02742,Machine Learning,Korth,Wiley,2020
B02743,Software Engineering,Cormen,Pearson,2017
B02744,Cloud Computing,Galvin,Springer,2025
B02745,Digital Logic,Cormen,Pearson,2021
B02746,Microprocessors,Tanenbaum,Springer,2014
B02747,Computer Networks,Korth,Wiley,2025
B02748,Cyber Security,Silberschatz,Oxford,2016
B02749,Cyber Security,Cormen,Wiley,2022
B02750,Database Management Systems,Sutton,Wiley,2010
B02751,Microprocessors,Silberschatz,Oxford,2026
B02752,Deep Learning,Goodfellow,Wiley,2014
B02753,Cyber Security,Goodfellow,Wiley,2026
B02754,Cyber Security,Cormen,Pearson,2021
B02755,Database Management Systems,Stallings,Oxford,2014
B02756,Microprocessors,Galvin,Oxford,2017
B02757,Java Programming,Silberschatz,Springer,2020
B02758,Microprocessors,James,McGraw Hill,2014
B02759,Java Programming,James,McGraw Hill,2018
B02760,Data Mining,Korth,Pearson,2016
B02761,Machine Learning,Korth,Pearson,2019
B02762,Java Programming,Ross,Oxford,2020
B02763,Operating Systems,Ross,Pearson,2015
B02764,Data Structures,Galvin,Oxford,2025
B02765,Deep Learning,Silberschatz,Wiley,2022
B02766,Software Engineering,Sutton,Springer,2017
B02767,Operating Systems,Cormen,Wiley,2021
B02768,Compiler Design,Sutton,Springer,2014
B02769,Python Programming,Sutton,Springer,2019
B02770,Computer Networks,Silberschatz,Oxford,2017
B02771,Algorithms,Tanenbaum,Wiley,2017
B02772,Java Programming,Korth,McGraw Hill,2017
B02773,Python Programming,James,McGraw Hill,2021
B02774,Deep Learning,Galvin,Pearson,2011
B02775,Microprocessors,Korth,Springer,2021
B02776,Discrete Mathematics,James,McGraw Hill,2019
B02777,Compiler Design,Sutton,McGraw Hill,2022
B02778,Deep Learning,Ross,Springer,2020
B02779,Discrete Mathematics,Korth,Pearson,2022
B02780,Discrete Mathematics,Tanenbaum,Springer,2011
B02781,Deep Learning,Silberschatz,Pearson,2013
B02782,Algorithms,Cormen,McGraw Hill,2017
B02783,Data Structures,James,McGraw Hill,2021
B02784,Java Programming,James,Oxford,2025
B02785,Cloud Computing,Stallings,Oxford,2015
B02786,Artificial Intelligence,Ross,Wiley,2013
B02787,Java Programming,Goodfellow,Pearson,2014
B02788,Java Programming,Goodfellow,Wiley,2020
B02789,Operating Systems,Galvin,McGraw Hill,2016
B02790,Python Programming,Stallings,McGraw Hill,2016
B02791,Statistics,Goodfellow,Pearson,2016
B02792,Algorithms,Korth,Oxford,2016
B02793,Artificial Intelligence,Tanenbaum,McGraw Hill,2014
B02794,Java Programming,Korth,Springer,2023
B02795,Big Data,Tanenbaum,Springer,2011
B02796,Computer Networks,Tanenbaum,Springer,2016
B02797,Microprocessors,Galvin,Pearson,2025
B02798,Artificial Intelligence,Galvin,Oxford,2024
B02799,Database Management Systems,Tanenbaum,Pearson,2017
B02800,Machine Learning,Goodfellow,Pearson,2019
B02801,Data Structures,Tanenbaum,Wiley,2024
B02802,Java Programming,Silberschatz,Wiley,2021
B02803,Database Management Systems,Tanenbaum,Springer,2020
B02804,Operating Systems,Sutton,Oxford,2016
B02805,Software Engineering,Silberschatz,Springer,2022
B02806,Microprocessors,Stallings,McGraw Hill,2016
B02807,Computer Networks,Galvin,Pearson,2016
B02808,Big Data,Stallings,Springer,2022
B02809,Data Mining,James,McGraw Hill,2011
B02810,Database Management Systems,Cormen,Oxford,2015
B02811,Database Management Systems,Goodfellow,McGraw Hill,2023
B02812,Statistics,Cormen,Oxford,2017
B02813,Discrete Mathematics,Galvin,Oxford,2012
B02814,Machine Learning,Silberschatz,Wiley,2016
B02815,Java Programming,Ross,Springer,2020
B02816,Microprocessors,Goodfellow,McGraw Hill,2023
B02817,Python Programming,James,Springer,2026
B02818,Machine Learning,James,Oxford,2017
B02819,Digital Logic,Tanenbaum,McGraw Hill,2020
B02820,Machine Learning,James,McGraw Hill,2025
B02821,Big Data,Silberschatz,McGraw Hill,2016
B02822,Digital Logic,Galvin,Oxford,2010
B02823,Python Programming,Tanenbaum,Springer,2020
B02824,Cloud Computing,Goodfellow,Wiley,2025
B02825,Computer Networks,Cormen,McGraw Hill,2017
B02826,Cloud Computing,Cormen,Wiley,2018
B02827,Operating Systems,Sutton,Wiley,2013
B02828,Operating Systems,Goodfellow,Pearson,2011
B02829,Cloud Computing,James,Wiley,2017
B02830,Microprocessors,Cormen,McGraw Hill,2024
B02831,Digital Logic,Galvin,Oxford,2024
B02832,Compiler Design,Ross,Pearson,2011
B02833,Discrete Mathematics,Tanenbaum,Oxford,2022
B02834,Data Structures,Galvin,Pearson,2013
B02835,Microprocessors,Ross,Oxford,2015
B02836,Cyber Security,Korth,Wiley,2011
B02837,Java Programming,Tanenbaum,Pearson,2013
B02838,Java Programming,Sutton,Pearson,2022
B02839,Cloud Computing,Goodfellow,Oxford,2018
B02840,Statistics,Galvin,Springer,2025
B02841,Statistics,Goodfellow,Wiley,2011
B02842,Deep Learning,Tanenbaum,McGraw Hill,2025
B02843,Python Programming,James,Oxford,2010
B02844,Computer Networks,Tanenbaum,Wiley,2020
B02845,Microprocessors,Stallings,Pearson,2019
B02846,Algorithms,Tanenbaum,Springer,2022
B02847,Discrete Mathematics,Goodfellow,Springer,2025
B02848,Software Engineering,Sutton,Pearson,2025
B02849,Java Programming,Korth,McGraw Hill,2015
B02850,Digital Logic,Galvin,Wiley,2015
B02851,Software Engineering,Galvin,Wiley,2013
B02852,Computer Networks,Ross,Pearson,2020
B02853,Microprocessors,James,Oxford,2010
B02854,Data Mining,Silberschatz,McGraw Hill,2020
B02855,Statistics,Korth,Pearson,2018
B02856,Machine Learning,Silberschatz,Wiley,2020
B02857,Operating Systems,Stallings,Oxford,2015
B02858,Statistics,Silberschatz,Oxford,2018
B02859,Database Management Systems,Stallings,Oxford,2021
B02860,Database Management Systems,Galvin,Wiley,2025
B02861,Machine Learning,Galvin,Wiley,2016
B02862,Operating Systems,Cormen,Oxford,2020
B02863,Artificial Intelligence,Korth,Springer,2025
B02864,Data Mining,Sutton,Springer,2016
B02865,Algorithms,James,Oxford,2016
B02866,Statistics,Tanenbaum,Wiley,2014
B02867,Algorithms,Silberschatz,Wiley,2016
B02868,Data Mining,Tanenbaum,Springer,2010
B02869,Digital Logic,Silberschatz,McGraw Hill,2010
B02870,Algorithms,Galvin,Wiley,2013
B02871,Data Mining,James,Springer,2019
B02872,Java Programming,Korth,Springer,2018
B02873,Software Engineering,Stallings,Pearson,2013
B02874,Java Programming,Galvin,Oxford,2025
B02875,Operating Systems,Tanenbaum,Pearson,2015
B02876,Data Structures,Goodfellow,Springer,2019
B02877,Statistics,Korth,Springer,2022
B02878,Cloud Computing,Cormen,Wiley,2024
B02879,Digital Logic,Sutton,Springer,2011
B02880,Compiler Design,Goodfellow,McGraw Hill,2021
B02881,Data Mining,Galvin,Oxford,2023
B02882,Data Structures,Stallings,McGraw Hill,2023
B02883,Database Management Systems,Cormen,Springer,2023
B02884,Discrete Mathematics,Galvin,Springer,2013
B02885,Computer Networks,Stallings,Wiley,2013
B02886,Digital Logic,Stallings,Oxford,2026
B02887,Compiler Design,Sutton,Pearson,2025
B02888,Cyber Security,Ross,Oxford,2018
B02889,Operating Systems,Stallings,Wiley,2016
B02890,Computer Networks,Goodfellow,Oxford,2013
B02891,Algorithms,James,Springer,2012
B02892,Database Management Systems,Korth,Oxford,2023
B02893,Cyber Security,Stallings,Wiley,2024
B02894,Cyber Security,Tanenbaum,Springer,2026
B02895,Data Structures,Ross,McGraw Hill,2010
B02896,Data Mining,Stallings,Wiley,2015
B02897,Java Programming,Cormen,Pearson,2022
B02898,Deep Learning,Stallings,McGraw Hill,2021
B02899,Algorithms,Stallings,Pearson,2012
B02900,Data Mining,Goodfellow,Pearson,2017
B02901,Python Programming,Cormen,Wiley,2013
B02902,Microprocessors,Ross,Pearson,2020
B02903,Cyber Security,Goodfellow,Wiley,2010
B02904,Artificial Intelligence,James,Pearson,2013
B02905,Database Management Systems,Cormen,Oxford,2017
B02906,Machine Learning,Stallings,Wiley,2014
B02907,Algorithms,Stallings,McGraw Hill,2019
B02908,Algorithms,Cormen,Pearson,2021
B02909,Artificial Intelligence,Galvin,Springer,2012
B02910,Software Engineering,Silberschatz,McGraw Hill,2025
B02911,Operating Systems,Tanenbaum,Oxford,2014
B02912,Java Programming,James,Pearson,2025
B02913,Compiler Design,Galvin,Wiley,2010
B02914,Java Programming,Tanenbaum,Springer,2017
B02915,Database Management Systems,Sutton,McGraw Hill,2024
B02916,Operating Systems,Cormen,Springer,2012
B02917,Digital Logic,Ross,Springer,2014
B02918,Compiler Design,Galvin,Wiley,2023
B02919,Discrete Mathematics,Korth,Oxford,2014
B02920,Python Programming,James,Wiley,2017
B02921,Big Data,James,Springer,2020
B02922,Algorithms,Sutton,Wiley,2014
B02923,Machine Learning,Ross,Pearson,2011
B02924,Data Structures,Cormen,Wiley,2025
B02925,Cloud Computing,James,Springer,2019
B02926,Java Programming,Silberschatz,Springer,2020
B02927,Cyber Security,Tanenbaum,McGraw Hill,2024
B02928,Big Data,Stallings,Springer,2017
B02929,Deep Learning,Galvin,McGraw Hill,2020
B02930,Artificial Intelligence,Galvin,Springer,2010
B02931,Operating Systems,Goodfellow,Wiley,2026
B02932,Database Management Systems,Galvin,Wiley,2013
B02933,Artificial Intelligence,James,Pearson,2010
B02934,Discrete Mathematics,Korth,Springer,2022
B02935,Cloud Computing,Galvin,Wiley,2023
B02936,Big Data,Stallings,Oxford,2013
B02937,Data Mining,Ross,Springer,2023
B02938,Statistics,Ross,Oxford,2018
B02939,Big Data,Tanenbaum,Pearson,2017
B02940,Algorithms,Silberschatz,Springer,2021
B02941,Machine Learning,Cormen,Springer,2020
B02942,Java Programming,Cormen,Wiley,2024
B02943,Discrete Mathematics,Stallings,McGraw Hill,2019
B02944,Microprocessors,Galvin,Oxford,2021
B02945,Machine Learning,Goodfellow,Springer,2018
B02946,Python Programming,Korth,Pearson,2017
B02947,Operating Systems,Cormen,McGraw Hill,2015
B02948,Operating Systems,Galvin,Springer,2019
B02949,Cloud Computing,Ross,Springer,2014
B02950,Discrete Mathematics,Galvin,Pearson,2014
B02951,Data Structures,Cormen,McGraw Hill,2022
B02952,Big Data,Silberschatz,Springer,2016
B02953,Cloud Computing,Tanenbaum,Pearson,2023
B02954,Software Engineering,Stallings,Springer,2012
B02955,Data Mining,Silberschatz,Pearson,2021
B02956,Python Programming,Tanenbaum,Oxford,2020
B02957,Deep Learning,Korth,Wiley,2014
B02958,Java Programming,Ross,Wiley,2013
B02959,Digital Logic,Ross,Oxford,2017
B02960,Big Data,Korth,Springer,2012
B02961,Discrete Mathematics,Sutton,Wiley,2017
B02962,Artificial Intelligence,Silberschatz,Oxford,2025
B02963,Big Data,Stallings,Oxford,2014
B02964,Cloud Computing,Silberschatz,Springer,2026
B02965,Algorithms,Galvin,Springer,2010
B02966,Cyber Security,Stallings,Oxford,2014
B02967,Software Engineering,Stallings,Oxford,2014
B02968,Data Mining,Korth,Wiley,2024
B02969,Cyber Security,Ross,Wiley,2017
B02970,Artificial Intelligence,Korth,Wiley,2022
B02971,Data Structures,James,Wiley,2017
B02972,Software Engineering,Tanenbaum,Pearson,2013
B02973,Data Mining,Korth,Pearson,2012
B02974,Software Engineering,Korth,McGraw Hill,2026
B02975,Operating Systems,Sutton,Oxford,2018
B02976,Cloud Computing,Stallings,McGraw Hill,2017
B02977,Statistics,James,Oxford,2021
B02978,Digital Logic,Sutton,Springer,2015
B02979,Microprocessors,Korth,McGraw Hill,2020
B02980,Computer Networks,Silberschatz,Pearson,2013
B02981,Python Programming,Korth,Springer,2021
B02982,Compiler Design,Cormen,Wiley,2026
B02983,Operating Systems,Cormen,Oxford,2017
B02984,Algorithms,Goodfellow,McGraw Hill,2018
B02985,Operating Systems,Cormen,Pearson,2022
B02986,Artificial Intelligence,Galvin,Wiley,2012
B02987,Cyber Security,Tanenbaum,Oxford,2026
B02988,Python Programming,Tanenbaum,McGraw Hill,2012
B02989,Cyber Security,Stallings,McGraw Hill,2023
B02990,Operating Systems,Sutton,Pearson,2018
B02991,Data Mining,Sutton,McGraw Hill,2024
B02992,Statistics,Cormen,Springer,2015
B02993,Software Engineering,James,Pearson,2023
B02994,Statistics,Cormen,McGraw Hill,2023
B02995,Operating Systems,Korth,Pearson,2014
B02996,Big Data,Tanenbaum,Oxford,2022
B02997,Artificial Intelligence,James,Pearson,2020
B02998,Cyber Security,Korth,Oxford,2012
B02999,Machine Learning,Ross,McGraw Hill,2024
B03000,Microprocessors,Sutton,Springer,2014
B03001,Cyber Security,Korth,Pearson,2026
B03002,Computer Networks,Galvin,Oxford,2012
B03003,Software Engineering,Ross,Pearson,2026
B03004,Compiler Design,Tanenbaum,McGraw Hill,2015
B03005,Python Programming,Silberschatz,Oxford,2016
B03006,Microprocessors,James,McGraw Hill,2016
B03007,Data Mining,Tanenbaum,Pearson,2021
B03008,Python Programming,Tanenbaum,Pearson,2023
B03009,Database Management Systems,Ross,McGraw Hill,2018
B03010,Deep Learning,James,McGraw Hill,2017
B03011,Algorithms,Galvin,Pearson,2015
B03012,Compiler Design,Sutton,Pearson,2026
B03013,Microprocessors,Silberschatz,Pearson,2023
B03014,Data Structures,Goodfellow,Wiley,2010
B03015,Database Management Systems,James,McGraw Hill,2021
B03016,Cyber Security,Goodfellow,Pearson,2026
B03017,Compiler Design,Korth,Springer,2021
B03018,Python Programming,Silberschatz,McGraw Hill,2026
B03019,Artificial Intelligence,Galvin,Oxford,2019
B03020,Statistics,Goodfellow,Springer,2015
B03021,Big Data,Stallings,Pearson,2017
B03022,Database Management Systems,Sutton,McGraw Hill,2015
B03023,Statistics,Goodfellow,Wiley,2026
B03024,Software Engineering,Ross,Wiley,2013
B03025,Artificial Intelligence,Galvin,McGraw Hill,2014
B03026,Deep Learning,Sutton,McGraw Hill,2016
B03027,Computer Networks,Ross,Oxford,2026
B03028,Deep Learning,Korth,Springer,2021
B03029,Discrete Mathematics,Ross,Pearson,2024
B03030,Data Structures,Ross,Springer,2023
B03031,Software Engineering,Stallings,McGraw Hill,2012
B03032,Discrete Mathematics,Cormen,McGraw Hill,2023
B03033,Algorithms,James,McGraw Hill,2025
B03034,Compiler Design,Sutton,McGraw Hill,2015
B03035,Big Data,Galvin,Springer,2026
B03036,Deep Learning,Sutton,Oxford,2011
B03037,Java Programming,Silberschatz,Oxford,2017
B03038,Data Mining,Sutton,McGraw Hill,2018
B03039,Data Mining,Sutton,Oxford,2022
B03040,Data Structures,Galvin,Oxford,2025
B03041,Machine Learning,Tanenbaum,McGraw Hill,2018
B03042,Artificial Intelligence,Galvin,McGraw Hill,2012
B03043,Computer Networks,James,Wiley,2013
B03044,Cyber Security,Tanenbaum,Springer,2011
B03045,Artificial Intelligence,Korth,McGraw Hill,2026
B03046,Cloud Computing,Cormen,McGraw Hill,2013
B03047,Computer Networks,Ross,McGraw Hill,2011
B03048,Statistics,Sutton,McGraw Hill,2017
B03049,Discrete Mathematics,Sutton,Pearson,2019
B03050,Database Management Systems,Silberschatz,Oxford,2023
B03051,Python Programming,Stallings,Oxford,2010
B03052,Cloud Computing,Cormen,Wiley,2025
B03053,Statistics,Silberschatz,McGraw Hill,2020
B03054,Software Engineering,Korth,McGraw Hill,2022
B03055,Computer Networks,Ross,McGraw Hill,2015
B03056,Java Programming,Tanenbaum,Wiley,2021
B03057,Data Mining,Silberschatz,Springer,2022
B03058,Database Management Systems,Sutton,Oxford,2018
B03059,Microprocessors,Korth,Springer,2021
B03060,Deep Learning,Cormen,Springer,2016
B03061,Discrete Mathematics,Cormen,Springer,2025
B03062,Artificial Intelligence,Sutton,Pearson,2018
B03063,Deep Learning,Tanenbaum,Springer,2010
B03064,Data Mining,Silberschatz,Pearson,2025
B03065,Software Engineering,Stallings,McGraw Hill,2025
B03066,Cloud Computing,Tanenbaum,Oxford,2025
B03067,Compiler Design,Silberschatz,Springer,2010
B03068,Java Programming,Korth,McGraw Hill,2025
B03069,Statistics,James,Springer,2026
B03070,Deep Learning,Korth,McGraw Hill,2013
B03071,Artificial Intelligence,Cormen,McGraw Hill,2022
B03072,Machine Learning,Cormen,Oxford,2019
B03073,Cyber Security,Sutton,Pearson,2025
B03074,Compiler Design,Tanenbaum,McGraw Hill,2022
B03075,Database Management Systems,James,Springer,2018
B03076,Software Engineering,Stallings,Springer,2026
B03077,Microprocessors,Galvin,McGraw Hill,2026
B03078,Digital Logic,Ross,Oxford,2013
B03079,Artificial Intelligence,James,Oxford,2018
B03080,Computer Networks,Sutton,Pearson,2026
B03081,Deep Learning,James,Wiley,2013
B03082,Python Programming,Silberschatz,Wiley,2012
B03083,Software Engineering,Korth,Springer,2015
B03084,Python Programming,Ross,Pearson,2011
B03085,Big Data,James,Oxford,2023
B03086,Compiler Design,Silberschatz,Oxford,2016
B03087,Big Data,Ross,McGraw Hill,2022
B03088,Data Mining,Korth,Wiley,2016
B03089,Compiler Design,Stallings,Pearson,2010
B03090,Statistics,Goodfellow,Wiley,2016
B03091,Algorithms,Galvin,Oxford,2020
B03092,Python Programming,Tanenbaum,Oxford,2010
B03093,Computer Networks,Galvin,Springer,2014
B03094,Machine Learning,Korth,Pearson,2019
B03095,Python Programming,Sutton,Wiley,2023
B03096,Algorithms,Korth,Oxford,2014
B03097,Artificial Intelligence,Stallings,Oxford,2017
B03098,Statistics,Tanenbaum,McGraw Hill,2019
B03099,Machine Learning,Sutton,McGraw Hill,2015
B03100,Machine Learning,James,Oxford,2010
B03101,Data Mining,Ross,Wiley,2025
B03102,Big Data,Ross,Oxford,2016
B03103,Big Data,Tanenbaum,Wiley,2012
B03104,Operating Systems,Stallings,Pearson,2021
B03105,Statistics,Stallings,Wiley,2012
B03106,Java Programming,Goodfellow,Wiley,2011
B03107,Cyber Security,Ross,Oxford,2012
B03108,Data Structures,James,McGraw Hill,2023
B03109,Software Engineering,Silberschatz,McGraw Hill,2020
B03110,Statistics,Stallings,Pearson,2018
B03111,Cyber Security,Silberschatz,Oxford,2015
B03112,Data Mining,Korth,McGraw Hill,2022
B03113,Big Data,Ross,Pearson,2022
B03114,Deep Learning,Silberschatz,Wiley,2011
B03115,Microprocessors,Silberschatz,Pearson,2021
B03116,Computer Networks,Galvin,Wiley,2014
B03117,Cyber Security,Cormen,McGraw Hill,2022
B03118,Cyber Security,James,Oxford,2021
B03119,Discrete Mathematics,Stallings,Oxford,2017
B03120,Compiler Design,Ross,Springer,2024
B03121,Software Engineering,Stallings,Oxford,2011
B03122,Data Mining,Cormen,Wiley,2015
B03123,Digital Logic,Stallings,Oxford,2013
B03124,Python Programming,Sutton,Wiley,2016
B03125,Big Data,Stallings,Wiley,2024
B03126,Algorithms,Sutton,McGraw Hill,2011
B03127,Python Programming,Galvin,Wiley,2021
B03128,Compiler Design,Galvin,Pearson,2014
B03129,Algorithms,Tanenbaum,Springer,2024
B03130,Artificial Intelligence,Korth,Oxford,2023
B03131,Cloud Computing,Sutton,Springer,2026
B03132,Microprocessors,Silberschatz,Oxford,2026
B03133,Cyber Security,Sutton,Pearson,2022
B03134,Cloud Computing,Cormen,Wiley,2021
B03135,Cyber Security,Ross,Pearson,2016
B03136,Operating Systems,Stallings,Oxford,2019
B03137,Data Structures,Cormen,Wiley,2022
B03138,Big Data,Cormen,Wiley,2010
B03139,Microprocessors,Stallings,Springer,2012
B03140,Computer Networks,Cormen,Oxford,2017
B03141,Microprocessors,Silberschatz,Oxford,2018
B03142,Cyber Security,James,Oxford,2013
B03143,Compiler Design,James,Springer,2022
B03144,Computer Networks,Galvin,Wiley,2019
B03145,Software Engineering,Ross,Wiley,2025
B03146,Java Programming,Goodfellow,Pearson,2010
B03147,Algorithms,Sutton,McGraw Hill,2014
B03148,Microprocessors,Silberschatz,Oxford,2026
B03149,Algorithms,James,Wiley,2016
B03150,Deep Learning,Galvin,McGraw Hill,2020
B03151,Data Structures,Stallings,Wiley,2020
B03152,Compiler Design,Cormen,Wiley,2010
B03153,Software Engineering,Stallings,McGraw Hill,2010
B03154,Algorithms,Stallings,Wiley,2018
B03155,Computer Networks,Tanenbaum,Oxford,2013
B03156,Algorithms,Stallings,McGraw Hill,2013
B03157,Discrete Mathematics,Goodfellow,Oxford,2017
B03158,Microprocessors,Sutton,Oxford,2012
B03159,Cloud Computing,Ross,Wiley,2022
B03160,Database Management Systems,Tanenbaum,McGraw Hill,2010
B03161,Digital Logic,Cormen,McGraw Hill,2017
B03162,Cloud Computing,Cormen,Wiley,2012
B03163,Big Data,Cormen,Oxford,2025
