result_id,student_id,subject_id,marks,grade,year,semester
5376,S0065,SUB0090,81,F,2025,1
5377,S0023,SUB0924,83,B,2023,3
5378,S0307,SUB0246,74,A,2026,8
5379,S0429,SUB0035,63,C,2024,7
5380,S0531,SUB0272,60,C,2026,8
5381,S0309,SUB0778,59,A,2022,1
5382,S0103,SUB0182,78,B,2025,5
5383,S0793,SUB0469,88,A+,2026,7
5384,S0553,SUB0634,84,D,2023,8
5385,S0720,SUB0991,61,F,2022,1
5386,S0512,SUB0532,51,B+,2023,4
5387,S0756,SUB0129,78,C,2024,4
5388,S0799,SUB0171,62,B+,2025,8
5389,S0562,SUB0925,68,F,2023,3
5390,S0568,SUB0797,98,B,2026,6
5391,S0814,SUB0614,76,A,2025,3
5392,S0142,SUB0424,69,C,2023,7
5393,S0103,SUB0205,37,D,2026,4
5394,S0722,SUB0425,64,C,2025,4
5395,S0182,SUB0857,42,C,2023,8
5396,S0411,SUB0578,39,D,2022,7
5397,S0516,SUB0613,51,B+,2023,4
5398,S0561,SUB0966,61,D,2026,1
5399,S0539,SUB0100,79,A,2025,6
5400,S0383,SUB0468,86,A+,2025,8
5401,S0477,SUB0360,48,A,2025,4
5402,S0033,SUB0512,35,B+,2025,2
5403,S0778,SUB0165,69,D,2023,4
5404,S0961,SUB0206,53,A+,2026,6
5405,S0762,SUB0205,61,B+,2024,2
5406,S0225,SUB0389,82,B+,2026,3
5407,S0051,SUB0675,55,B,2024,2
5408,S0924,SUB0873,42,A,2025,3
5409,S0078,SUB0139,85,A,2023,7
5410,S0806,SUB0465,45,F,2026,5
5411,S0735,SUB0900,89,B+,2022,6
5412,S0861,SUB0401,69,A+,2022,8
5413,S0455,SUB0837,73,A+,2026,5
5414,S0417,SUB0685,83,F,2023,4
5415,S0855,SUB0777,59,B+,2022,2
5416,S0642,SUB0316,97,A+,2026,4
5417,S0230,SUB0065,96,A+,2025,3
5418,S0443,SUB0787,61,B,2023,3
5419,S0352,SUB0603,77,F,2022,3
5420,S0432,SUB0679,68,D,2022,8
5421,S0541,SUB0498,70,D,2024,5
5422,S0704,SUB0071,61,A,2024,3
5423,S0048,SUB0441,92,D,2023,4
5424,S0283,SUB0349,51,A,2026,1
5425,S0739,SUB0804,54,C,2026,6
5426,S0835,SUB0463,49,A+,2026,3
5427,S0946,SUB0540,84,A+,2023,2
5428,S0355,SUB0600,90,A,2026,8
5429,S0036,SUB0901,57,B,2026,6
5430,S0104,SUB0570,61,B+,2025,1
5431,S0977,SUB0091,48,C,2024,8
5432,S0657,SUB0866,49,D,2023,3
5433,S0073,SUB0288,50,D,2023,8
5434,S1000,SUB0827,67,D,2023,1
5435,S0100,SUB0874,58,F,2022,1
5436,S0935,SUB0110,56,C,2024,5
5437,S0866,SUB0538,37,D,2025,7
5438,S0843,SUB0645,79,D,2025,5
5439,S0559,SUB0866,91,B,2024,5
5440,S0610,SUB0066,51,B+,2026,1
5441,S0171,SUB0670,97,B+,2025,4
5442,S0928,SUB0058,64,D,2024,7
5443,S0033,SUB0280,81,D,2022,1
5444,S0869,SUB0757,81,D,2022,4
5445,S0875,SUB0906,48,A+,2022,6
5446,S0139,SUB0566,63,A+,2024,6
5447,S0599,SUB0348,84,F,2025,1
5448,S0692,SUB0580,63,F,2022,8
5449,S0963,SUB0276,92,B,2026,7
5450,S0043,SUB0563,53,F,2023,4
5451,S0743,SUB0837,66,A+,2026,3
5452,S0673,SUB0681,57,F,2025,7
5453,S0248,SUB0092,59,C,2024,6
5454,S0259,SUB0899,74,F,2025,6
5455,S0567,SUB0596,78,B+,2024,4
5456,S0481,SUB0536,57,A,2025,8
5457,S0425,SUB0702,91,A+,2024,2
5458,S0479,SUB0100,94,A,2023,8
5459,S0082,SUB0865,41,A,2022,8
5460,S0982,SUB0897,68,A+,2026,1
5461,S0359,SUB0014,81,A+,2025,3
5462,S0719,SUB0447,86,A+,2026,7
5463,S0471,SUB0169,80,C,2025,4
5464,S0758,SUB0067,95,D,2023,8
5465,S0197,SUB0542,49,B,2023,4
5466,S0172,SUB0963,96,D,2024,1
5467,S0135,SUB0592,84,F,2026,5
5468,S0138,SUB0456,78,A,2023,3
5469,S0609,SUB0617,51,B+,2026,4
5470,S0240,SUB0865,43,D,2022,5
5471,S0582,SUB0252,73,F,2022,3
5472,S0285,SUB0733,100,A,2022,1
5473,S0768,SUB0783,35,A+,2025,7
5474,S0168,SUB0579,91,A,2023,8
5475,S0017,SUB0585,56,C,2024,3
5476,S0121,SUB0151,98,B+,2026,4
5477,S0544,SUB0706,68,D,2023,8
5478,S0717,SUB0462,46,B+,2025,7
5479,S0118,SUB0877,55,F,2023,8
5480,S0461,SUB0121,41,B+,2024,3
5481,S0477,SUB0798,69,F,2023,4
5482,S0010,SUB0754,48,B+,2025,1
5483,S0489,SUB0704,94,B,2024,6
5484,S0648,SUB0515,79,F,2024,4
5485,S0131,SUB0711,46,B,2022,1
5486,S0982,SUB0459,80,F,2026,8
5487,S0924,SUB0512,97,A,2023,7
5488,S0284,SUB0491,39,A+,2025,1
5489,S0198,SUB0756,61,A,2023,5
5490,S0980,SUB0651,61,A,2026,3
5491,S0851,SUB0752,83,F,2022,2
5492,S0474,SUB0959,53,A+,2024,1
5493,S0843,SUB0763,45,A+,2025,7
5494,S0121,SUB0606,45,C,2026,7
5495,S0305,SUB0586,70,B+,2025,3
5496,S0359,SUB0334,58,D,2023,4
5497,S0407,SUB0987,92,A+,2026,8
5498,S0497,SUB0970,53,B,2026,5
5499,S0965,SUB0551,45,A+,2025,4
5500,S0779,SUB0900,100,B+,2025,8
5501,S0063,SUB0032,37,B,2024,7
5502,S0916,SUB0644,93,A,2026,8
5503,S0184,SUB0736,61,F,2026,1
5504,S0769,SUB0403,58,C,2024,6
5505,S0222,SUB0023,82,B,2022,8
5506,S0521,SUB0316,53,A+,2024,7
5507,S0938,SUB0707,59,A,2024,5
5508,S0850,SUB0071,70,B+,2025,5
5509,S0198,SUB0310,64,D,2024,7
5510,S0761,SUB0224,92,B+,2026,1
5511,S0696,SUB0402,63,F,2026,6
5512,S0386,SUB0054,93,D,2024,5
5513,S0725,SUB0409,96,A+,2023,6
5514,S0977,SUB0328,77,D,2025,1
5515,S0298,SUB0639,73,F,2026,5
5516,S0622,SUB0176,40,C,2023,5
5517,S0193,SUB0599,81,B,2023,2
5518,S0911,SUB0554,37,C,2023,1
5519,S0998,SUB0983,39,B,2025,8
5520,S0315,SUB0610,73,A+,2026,5
5521,S0408,SUB0829,54,B,2026,5
5522,S0827,SUB0993,62,F,2026,7
5523,S0833,SUB0400,76,F,2025,8
5524,S0051,SUB0037,68,B,2023,4
5525,S0012,SUB0231,86,B,2022,6
5526,S0527,SUB0294,67,A,2023,2
5527,S0329,SUB0427,83,A,2026,3
5528,S0845,SUB0110,84,B+,2022,4
5529,S0563,SUB0146,67,D,2023,4
5530,S0025,SUB0319,97,B,2024,3
5531,S0497,SUB0171,91,A,2023,8
5532,S0805,SUB0334,35,D,2024,5
5533,S0124,SUB0654,52,B,2026,8
5534,S0927,SUB0440,50,D,2023,4
5535,S0472,SUB0626,86,F,2026,6
5536,S0499,SUB0309,100,A,2025,1
5537,S0543,SUB0837,51,A+,2024,6
5538,S0450,SUB0514,69,A,2026,1
5539,S0729,SUB0638,48,D,2022,8
5540,S0915,SUB0133,87,C,2026,4
5541,S0785,SUB0763,40,C,2024,7
5542,S0068,SUB0675,37,B,2024,6
5543,S0059,SUB0246,72,B+,2024,7
5544,S0903,SUB0519,72,D,2024,6
5545,S0976,SUB0703,70,D,2024,8
5546,S0518,SUB0028,46,F,2022,2
5547,S0387,SUB0527,75,A+,2022,1
5548,S0157,SUB0634,83,A+,2022,5
5549,S0863,SUB0577,62,B+,2024,7
5550,S0517,SUB0559,41,A+,2023,2
5551,S0769,SUB0870,43,B,2022,5
5552,S0196,SUB0797,81,D,2024,5
5553,S0376,SUB0681,71,B,2022,1
5554,S0129,SUB0211,65,B+,2025,1
5555,S0495,SUB0459,88,B,2025,7
5556,S0519,SUB0737,60,A+,2022,5
5557,S0283,SUB0038,100,C,2024,4
5558,S0529,SUB0754,52,F,2026,3
5559,S0906,SUB0873,65,F,2022,2
5560,S0476,SUB0063,82,B,2026,7
5561,S0882,SUB0488,45,C,2024,2
5562,S0134,SUB0699,48,F,2023,3
5563,S0353,SUB0239,46,C,2024,2
5564,S0318,SUB0316,82,A,2022,5
5565,S0926,SUB0769,52,F,2025,7
5566,S0563,SUB0482,36,B,2026,3
5567,S0072,SUB0327,67,A,2025,2
5568,S0217,SUB0539,44,D,2025,3
5569,S0619,SUB0848,50,B,2022,2
5570,S0863,SUB0366,71,D,2023,5
5571,S0121,SUB0132,59,B,2025,4
5572,S0877,SUB0205,65,D,2025,5
5573,S0322,SUB0095,76,A+,2025,1
5574,S0566,SUB0743,50,A+,2026,7
5575,S0620,SUB0216,60,B,2025,2
5576,S0085,SUB0949,87,F,2025,5
5577,S0271,SUB0180,82,F,2026,3
5578,S0446,SUB0175,86,D,2025,2
5579,S0982,SUB0944,61,C,2022,4
5580,S0106,SUB0045,41,F,2022,6
5581,S0550,SUB0014,63,D,2025,2
5582,S0444,SUB0427,93,A+,2026,1
5583,S0381,SUB0550,72,A+,2025,6
5584,S0851,SUB0195,62,A+,2022,7
5585,S0374,SUB0614,61,C,2022,8
5586,S0801,SUB0449,84,C,2022,3
5587,S0417,SUB0488,84,A+,2024,7
5588,S0793,SUB0312,52,D,2022,2
5589,S0922,SUB0498,76,A+,2025,7
5590,S0919,SUB0454,47,A,2025,1
5591,S0746,SUB0982,50,D,2022,5
5592,S0633,SUB0119,100,D,2025,8
5593,S0509,SUB0839,51,C,2022,5
5594,S0732,SUB0207,96,A+,2023,6
5595,S0665,SUB0060,40,D,2025,4
5596,S0620,SUB0733,90,B+,2022,3
5597,S0487,SUB0089,86,B,2023,1
5598,S0718,SUB0467,78,D,2026,4
5599,S0735,SUB0698,43,B,2023,8
5600,S0129,SUB0152,86,B,2025,8
5601,S0793,SUB0569,45,D,2025,6
5602,S0024,SUB0748,61,C,2025,5
5603,S0905,SUB0135,52,B+,2024,4
5604,S0443,SUB0359,64,F,2022,7
5605,S0547,SUB0379,50,F,2024,5
5606,S0358,SUB0139,86,D,2023,4
5607,S0656,SUB0938,37,F,2022,1
5608,S0755,SUB0766,66,F,2024,4
5609,S0618,SUB0952,54,A+,2022,6
5610,S0032,SUB0133,77,F,2026,5
5611,S0096,SUB0350,41,A,2025,7
5612,S0044,SUB0622,61,B+,2024,5
5613,S0764,SUB0085,92,D,2023,5
5614,S0564,SUB0217,86,D,2022,8
5615,S0934,SUB0566,76,A+,2022,3
5616,S0199,SUB0071,38,B,2025,6
5617,S0128,SUB0985,61,A,2025,2
5618,S0129,SUB0285,85,B+,2025,4
5619,S0441,SUB0547,38,B,2023,4
5620,S0615,SUB0847,73,F,2022,6
5621,S0692,SUB0804,75,B,2023,2
5622,S0190,SUB0215,98,F,2023,1
5623,S0756,SUB0281,45,C,2022,2
5624,S0075,SUB0128,64,F,2025,3
5625,S0242,SUB0096,95,A+,2022,4
5626,S0795,SUB0837,51,A+,2022,6
5627,S0655,SUB0139,75,A+,2025,3
5628,S0852,SUB0839,43,B,2023,7
5629,S0285,SUB0534,56,B+,2026,6
5630,S0553,SUB0355,64,C,2022,5
5631,S0152,SUB0873,73,C,2023,8
5632,S0203,SUB0004,40,A+,2022,1
5633,S0951,SUB0901,55,D,2025,6
5634,S0748,SUB0938,39,A+,2022,1
5635,S0944,SUB0694,52,F,2025,4
5636,S0134,SUB0089,63,B,2022,1
5637,S0483,SUB0028,94,B,2024,5
5638,S0536,SUB0459,99,B+,2025,5
5639,S0465,SUB0308,75,B+,2024,5
5640,S0068,SUB0645,97,A+,2023,2
5641,S0378,SUB0564,80,A+,2026,7
5642,S0047,SUB0531,57,B,2024,6
5643,S0871,SUB0293,60,A+,2026,8
5644,S0166,SUB0835,99,A+,2026,4
5645,S0901,SUB0908,83,C,2025,2
5646,S0158,SUB0566,74,B+,2024,8
5647,S0126,SUB0805,70,A,2026,3
5648,S0444,SUB0949,42,B+,2023,8
5649,S0083,SUB0651,78,D,2025,2
5650,S0868,SUB0441,90,B+,2025,6
5651,S0926,SUB0350,71,B,2026,7
5652,S0703,SUB0483,99,D,2026,7
5653,S0248,SUB0731,80,B+,2022,8
5654,S0337,SUB0556,84,C,2025,6
5655,S0817,SUB0569,81,C,2026,7
5656,S0211,SUB0293,61,B+,2022,8
5657,S0657,SUB0315,70,C,2024,4
5658,S0936,SUB0705,91,B+,2024,7
5659,S0315,SUB0489,45,F,2025,3
5660,S0704,SUB0881,47,A,2023,2
5661,S0490,SUB0027,75,C,2023,6
5662,S0956,SUB0387,42,B,2026,1
5663,S0454,SUB0613,64,A,2026,1
5664,S0127,SUB0628,40,B,2025,4
5665,S0774,SUB0566,51,B+,2023,2
5666,S0103,SUB0512,43,A+,2022,6
5667,S0436,SUB0652,35,A+,2023,5
5668,S0320,SUB0760,69,C,2025,8
5669,S0493,SUB0871,97,B+,2026,7
5670,S0635,SUB0093,81,B,2025,7
5671,S0244,SUB0929,72,B+,2022,3
5672,S0852,SUB0236,38,F,2025,3
5673,S0475,SUB0374,83,D,2024,8
5674,S0398,SUB0704,83,F,2025,4
5675,S0433,SUB0681,92,C,2025,1
5676,S0810,SUB0164,100,A+,2025,6
5677,S0253,SUB0249,83,D,2023,2
5678,S0065,SUB0101,81,B+,2026,8
5679,S0956,SUB0243,65,B,2022,1
5680,S0863,SUB0058,37,F,2023,3
5681,S0499,SUB0307,70,A,2024,4
5682,S0505,SUB0180,83,B,2022,2
5683,S0716,SUB0602,45,B,2026,3
5684,S0378,SUB0446,87,B,2026,2
5685,S0795,SUB0080,55,D,2026,5
5686,S0971,SUB0331,40,B+,2025,5
5687,S0646,SUB0453,50,F,2022,8
5688,S0443,SUB0354,60,F,2022,7
5689,S0856,SUB0086,54,B,2022,2
5690,S0641,SUB0839,62,F,2024,2
5691,S0294,SUB0418,80,A,2022,1
5692,S0730,SUB0511,39,C,2024,8
5693,S0512,SUB0199,50,A+,2025,4
5694,S0777,SUB0091,94,D,2022,5
5695,S0292,SUB0203,85,F,2022,4
5696,S0372,SUB0337,99,F,2022,2
5697,S0072,SUB0186,76,A,2024,3
5698,S0642,SUB0800,73,A+,2026,3
5699,S0763,SUB0145,88,D,2025,3
5700,S0464,SUB0722,51,F,2025,7
5701,S0365,SUB0451,93,D,2022,8
5702,S0707,SUB0566,88,A+,2026,1
5703,S0171,SUB0986,95,F,2026,2
5704,S0497,SUB0927,91,D,2022,6
5705,S0971,SUB0428,49,A+,2026,7
5706,S0822,SUB0834,93,B+,2024,4
5707,S0509,SUB0194,46,A+,2022,1
5708,S0755,SUB0170,93,B,2026,7
5709,S0092,SUB0288,45,B,2022,8
5710,S0367,SUB0649,37,A,2024,4
5711,S0816,SUB0093,97,F,2022,6
5712,S0378,SUB0941,45,F,2022,8
5713,S0549,SUB0755,45,A,2024,7
5714,S0660,SUB0573,69,A+,2026,7
5715,S0625,SUB0984,56,B+,2025,2
5716,S0111,SUB0038,70,A+,2022,3
5717,S0307,SUB0765,46,A+,2022,4
5718,S0114,SUB0898,70,F,2025,6
5719,S0083,SUB0900,48,B+,2022,2
5720,S0498,SUB0094,73,A+,2022,7
5721,S0524,SUB0474,76,F,2024,3
5722,S0332,SUB0931,86,C,2024,3
5723,S0460,SUB0993,87,D,2026,2
5724,S0616,SUB0164,87,F,2022,4
5725,S0364,SUB0220,35,A+,2026,8
5726,S0065,SUB0911,91,C,2022,1
5727,S0838,SUB0921,93,A+,2025,1
5728,S0216,SUB0384,55,A+,2026,6
5729,S0560,SUB0086,44,F,2024,7
5730,S0668,SUB0798,44,B+,2026,3
5731,S0452,SUB0033,82,C,2025,8
5732,S0609,SUB0571,89,A,2023,5
5733,S0972,SUB0486,74,A+,2025,4
5734,S0479,SUB0219,96,B,2026,7
5735,S0292,SUB0875,74,B+,2022,1
5736,S0851,SUB0847,86,C,2026,4
5737,S0402,SUB0157,73,A,2025,1
5738,S0991,SUB0969,37,D,2023,5
5739,S0904,SUB0508,37,B+,2025,8
5740,S0194,SUB0874,98,B,2023,5
5741,S0118,SUB0869,79,D,2025,1
5742,S0517,SUB0467,48,A+,2026,7
5743,S0073,SUB0084,63,C,2023,7
5744,S0268,SUB0433,53,F,2026,6
5745,S0771,SUB0721,39,B+,2022,1
5746,S0928,SUB0230,38,A+,2022,8
5747,S0218,SUB0557,58,B,2024,7
5748,S0278,SUB0728,42,B+,2025,1
5749,S0262,SUB0383,69,C,2026,2
5750,S0273,SUB0368,71,F,2025,1
5751,S0263,SUB0127,56,A,2022,1
5752,S0440,SUB0960,49,A+,2025,5
5753,S0678,SUB0744,91,F,2025,7
5754,S0326,SUB0121,77,A+,2023,5
5755,S0055,SUB0238,39,F,2026,1
5756,S0777,SUB0631,52,A+,2023,6
5757,S0076,SUB0973,97,C,2025,4
5758,S0827,SUB0075,65,F,2023,7
5759,S0017,SUB0575,61,B,2024,8
5760,S0151,SUB0965,62,A,2024,8
5761,S0225,SUB0111,75,B+,2022,3
5762,S0450,SUB0996,89,A,2024,4
5763,S0176,SUB0993,84,C,2025,4
5764,S0144,SUB0267,52,B,2024,7
5765,S0260,SUB0069,39,B+,2026,2
5766,S0131,SUB0678,93,B,2026,1
5767,S0436,SUB0161,62,A+,2022,2
5768,S0434,SUB0850,80,A,2025,7
5769,S0208,SUB0023,61,B,2022,7
5770,S0478,SUB0648,44,D,2024,6
5771,S0920,SUB0120,51,B+,2025,7
5772,S0006,SUB0209,66,C,2023,5
5773,S0757,SUB0301,38,C,2024,4
5774,S0293,SUB0712,77,B,2026,8
5775,S0368,SUB0928,80,D,2025,8
5776,S0967,SUB0391,42,B,2024,3
5777,S0127,SUB0349,46,A+,2024,6
5778,S0497,SUB0372,96,F,2026,8
5779,S0203,SUB0820,61,A+,2026,2
5780,S0821,SUB0540,43,D,2023,5
5781,S0017,SUB0704,40,B+,2023,1
5782,S0117,SUB0511,82,C,2024,3
5783,S0978,SUB0935,49,B+,2026,4
5784,S0806,SUB0328,76,F,2024,5
5785,S0603,SUB0248,37,B,2023,5
5786,S0606,SUB0470,39,B+,2024,4
5787,S0857,SUB0761,58,F,2022,8
5788,S0348,SUB0584,71,C,2022,7
5789,S0985,SUB0688,42,A+,2023,3
5790,S0371,SUB0371,73,A+,2022,1
5791,S0431,SUB0182,49,A+,2024,5
5792,S0291,SUB0601,35,A,2023,7
5793,S0890,SUB0713,96,D,2023,4
5794,S0188,SUB0595,49,A+,2024,2
5795,S0613,SUB0835,59,C,2023,4
5796,S0178,SUB0811,49,B,2025,1
5797,S0171,SUB0930,50,B+,2025,6
5798,S0824,SUB0856,66,A+,2025,4
5799,S0654,SUB0861,90,A,2023,5
5800,S0198,SUB0469,77,A+,2024,4
5801,S0394,SUB0250,70,B+,2023,6
5802,S0754,SUB0575,60,F,2023,3
5803,S0523,SUB0404,50,A,2022,1
5804,S0700,SUB0365,90,A+,2025,5
5805,S0916,SUB0004,53,F,2025,1
5806,S0447,SUB0013,57,C,2026,5
5807,S0151,SUB0636,85,B+,2022,7
5808,S0523,SUB0391,50,F,2025,5
5809,S0133,SUB0779,53,C,2023,6
5810,S0104,SUB0926,73,A,2024,4
5811,S0851,SUB0008,60,F,2026,4
5812,S0348,SUB0841,90,A+,2024,6
5813,S0435,SUB0148,72,F,2023,6
5814,S0519,SUB0401,41,D,2022,2
5815,S0334,SUB0417,82,C,2026,4
5816,S0934,SUB0611,74,C,2025,6
5817,S0563,SUB0465,63,C,2023,1
5818,S0707,SUB0905,40,B+,2023,2
5819,S0202,SUB0700,78,A,2026,3
5820,S0515,SUB0837,62,D,2026,1
5821,S0286,SUB0650,47,B,2026,2
5822,S0143,SUB0097,90,A,2023,4
5823,S0654,SUB0950,43,D,2022,7
5824,S0671,SUB0668,68,D,2026,5
5825,S0297,SUB0858,78,A+,2022,5
5826,S0384,SUB0943,98,F,2026,2
5827,S0897,SUB0980,56,C,2023,8
5828,S0963,SUB0399,81,A+,2023,5
5829,S0934,SUB0155,48,B,2026,1
5830,S0746,SUB0180,57,D,2025,8
5831,S0577,SUB0665,75,F,2025,6
5832,S0387,SUB0904,59,B,2023,5
5833,S0825,SUB0811,88,D,2023,2
5834,S0830,SUB0481,92,A,2025,3
5835,S0223,SUB0878,79,D,2022,7
5836,S0492,SUB0010,78,B+,2024,6
5837,S0014,SUB0781,100,C,2025,6
5838,S0790,SUB0373,63,F,2025,5
5839,S0555,SUB0974,73,B+,2023,2
5840,S0017,SUB0160,44,B+,2025,5
5841,S0967,SUB0993,79,C,2025,8
5842,S0874,SUB0309,74,D,2023,5
5843,S0715,SUB0341,84,B+,2026,4
5844,S0083,SUB0231,61,F,2023,8
5845,S0383,SUB0898,91,D,2023,8
5846,S0041,SUB0388,67,B+,2026,2
5847,S0754,SUB0718,57,C,2023,4
5848,S0958,SUB0472,94,A,2022,1
5849,S0248,SUB0860,82,D,2026,7
5850,S0953,SUB0585,49,D,2025,4
5851,S0372,SUB0202,70,A,2022,6
5852,S0493,SUB0670,47,B+,2023,3
5853,S0145,SUB0019,78,C,2024,4
5854,S0839,SUB0664,84,D,2026,2
5855,S0128,SUB0244,69,F,2025,8
5856,S0722,SUB0316,87,D,2022,5
5857,S0822,SUB0352,40,B+,2022,2
5858,S0495,SUB0340,62,A,2025,7
5859,S0468,SUB0128,49,D,2022,3
5860,S0616,SUB0500,39,B+,2026,7
5861,S0645,SUB0604,79,A+,2024,5
5862,S0196,SUB0847,100,F,2024,8
5863,S0721,SUB0895,82,B+,2025,1
5864,S0635,SUB0917,90,C,2023,6
5865,S0919,SUB0788,90,C,2024,1
5866,S0497,SUB0802,67,B+,2026,8
5867,S0190,SUB0251,92,A,2024,5
5868,S0925,SUB0889,94,B,2024,3
5869,S0340,SUB0717,46,D,2025,1
5870,S0690,SUB0755,67,F,2022,4
5871,S0166,SUB0031,56,C,2025,2
5872,S0769,SUB0877,67,F,2025,4
5873,S0655,SUB0149,59,D,2025,2
5874,S0557,SUB0721,98,B+,2026,5
5875,S0912,SUB0823,85,C,2026,4
5876,S0071,SUB0861,99,A+,2025,5
5877,S0057,SUB0089,66,A+,2026,8
5878,S0247,SUB0633,39,C,2025,7
5879,S0072,SUB0093,50,B+,2022,8
5880,S0098,SUB0201,92,B+,2022,3
5881,S0992,SUB0779,48,B+,2023,5
5882,S0632,SUB0485,93,F,2023,8
5883,S0532,SUB0221,47,B+,2022,4
5884,S0730,SUB0788,52,B,2026,7
5885,S0962,SUB0929,90,A+,2024,3
5886,S0085,SUB0343,60,D,2025,5
5887,S0173,SUB0581,55,F,2023,3
5888,S0874,SUB0217,80,B,2023,1
5889,S0760,SUB0034,73,B+,2024,2
5890,S0127,SUB0178,97,C,2022,5
5891,S0773,SUB0200,71,A,2024,4
5892,S0649,SUB0765,72,C,2022,3
5893,S0792,SUB0145,39,C,2023,5
5894,S0551,SUB0548,61,C,2023,6
5895,S0584,SUB0771,75,B+,2026,6
5896,S0327,SUB0441,50,A,2026,4
5897,S0920,SUB0159,92,F,2023,3
5898,S0204,SUB0667,89,D,2025,1
5899,S0967,SUB0822,96,B,2025,2
5900,S0642,SUB0676,63,A,2025,3
5901,S0372,SUB0940,77,C,2025,6
5902,S0728,SUB0369,80,B,2026,1
5903,S0283,SUB0852,76,D,2026,3
5904,S0327,SUB0351,55,F,2024,1
5905,S0511,SUB0125,41,D,2026,8
5906,S0393,SUB0372,50,C,2026,7
5907,S0706,SUB0863,48,A+,2026,7
5908,S0798,SUB0835,54,A,2023,3
5909,S0492,SUB0313,53,D,2026,4
5910,S0555,SUB0609,60,C,2023,6
5911,S0415,SUB0671,62,F,2022,2
5912,S0846,SUB0362,55,F,2024,1
5913,S0838,SUB0402,46,C,2024,4
5914,S0819,SUB0909,90,D,2022,8
5915,S0575,SUB0638,62,A+,2023,2
5916,S0110,SUB0195,95,A+,2024,6
5917,S0933,SUB0795,36,D,2022,3
5918,S0695,SUB0086,87,D,2026,5
5919,S0968,SUB0804,83,B+,2025,4
5920,S0150,SUB0614,87,B,2024,4
5921,S0085,SUB0135,60,C,2023,3
5922,S0060,SUB0541,77,B,2022,3
5923,S0667,SUB0958,50,C,2023,1
5924,S0569,SUB0902,65,B,2022,7
5925,S0380,SUB0767,69,F,2022,7
5926,S0386,SUB0269,45,D,2023,2
5927,S0893,SUB0493,53,A+,2026,3
5928,S0456,SUB0821,98,B,2022,5
5929,S0587,SUB0305,100,A,2025,8
5930,S0105,SUB0766,43,A+,2025,5
5931,S0690,SUB0570,88,C,2023,4
5932,S0740,SUB0221,80,A+,2023,7
5933,S0114,SUB0009,80,C,2022,7
5934,S0677,SUB0576,83,B+,2026,5
5935,S0594,SUB0587,61,A,2023,4
5936,S0184,SUB0918,55,B,2024,2
5937,S0149,SUB0877,64,B+,2023,1
5938,S0824,SUB0845,60,A+,2026,2
5939,S0088,SUB0273,80,A,2023,4
5940,S0999,SUB0031,89,A+,2023,4
5941,S0757,SUB0822,99,D,2026,5
5942,S0779,SUB0195,42,C,2022,6
5943,S0565,SUB0625,42,A+,2022,3
5944,S0926,SUB0305,86,A+,2025,1
5945,S0319,SUB0340,88,C,2023,5
5946,S0841,SUB0471,45,D,2024,4
5947,S0775,SUB0039,77,B+,2023,8
5948,S0369,SUB0869,97,A+,2022,7
5949,S0489,SUB0757,68,A,2025,7
5950,S0245,SUB0180,67,A,2022,7
5951,S0652,SUB0835,41,B+,2022,4
5952,S0748,SUB0431,36,A,2024,8
5953,S0216,SUB0665,46,B+,2024,8
5954,S0129,SUB0403,77,A,2026,6
5955,S0744,SUB0074,35,B,2026,7
5956,S0495,SUB0276,82,F,2025,8
5957,S0356,SUB0168,55,C,2024,1
5958,S0682,SUB0025,96,D,2022,4
5959,S0660,SUB0540,70,F,2025,6
5960,S0422,SUB0318,87,D,2022,4
5961,S0247,SUB0599,100,B+,2026,4
5962,S0497,SUB0808,52,A,2026,5
5963,S0313,SUB0384,95,B,2025,3
5964,S0590,SUB0838,89,B+,2026,8
5965,S0275,SUB0008,93,B,2026,2
5966,S0799,SUB0901,38,D,2022,5
5967,S0351,SUB0470,80,D,2026,5
5968,S0751,SUB0772,78,F,2022,3
5969,S0520,SUB0547,86,C,2022,8
5970,S0201,SUB0328,61,A+,2024,2
5971,S0945,SUB0216,70,A+,2022,8
5972,S0676,SUB0653,49,C,2025,5
5973,S0449,SUB0336,97,B,2026,3
5974,S0479,SUB0232,71,D,2024,1
5975,S0356,SUB0457,35,A,2022,7
5976,S0346,SUB0463,76,A+,2022,7
5977,S0562,SUB0626,43,F,2026,2
5978,S0929,SUB0982,74,B,2025,8
5979,S0095,SUB0411,36,A+,2023,7
5980,S0196,SUB0096,65,B,2026,8
5981,S0861,SUB0513,38,C,2026,6
5982,S0660,SUB0785,58,D,2024,3
5983,S0267,SUB0990,56,B+,2025,5
5984,S0105,SUB0257,36,C,2023,8
5985,S0197,SUB0910,39,D,2026,3
5986,S0107,SUB0419,71,B,2025,6
5987,S0868,SUB0205,35,A+,2023,8
5988,S0199,SUB0080,78,A+,2026,7
5989,S0780,SUB0344,94,B,2025,3
5990,S0254,SUB0711,58,A,2024,3
5991,S0995,SUB0545,86,D,2023,5
5992,S0390,SUB0021,44,B+,2023,7
5993,S0907,SUB0668,59,B+,2026,1
5994,S0437,SUB0293,44,F,2022,5
5995,S0106,SUB0727,39,A+,2026,8
5996,S0437,SUB0520,41,B+,2026,2
5997,S0309,SUB0291,51,A+,2025,3
5998,S0686,SUB0809,76,A+,2023,8
5999,S0619,SUB0759,49,A,2023,8
6000,S0230,SUB0476,86,A+,2026,1
6001,S0496,SUB0919,84,A,2024,6
